sample_index,sample_id,label,class_code,origin_zh,source_cube,source_replicate,seed_id,constructed_batch,analysis_split,relative_csv_path,relative_mat_path,csv_path_sha256,mat_path_sha256,csv_size_bytes,mat_size_bytes,development_csv_sha256,mat_content_sha256
236,1-1/77,1,HBX,河北献县,1-1,1,77,4,development,1-1/77.csv,1-1/77.mat,c2d9b0a76b68f27ba4388f02474c2b5e5a134c8ba99bc2812f63ca1b7aa24538,0d0c92b8bddbeb8ce9b010f0985bb0e228b223ea4a899cc48e1eb4867b7962f5,12021,1052785,4c13011888f092e2770e982be311113748a93b61c69bfdbe1fcc9445175807c9,not_read_in_development
238,1-1/79,1,HBX,河北献县,1-1,1,79,5,development,1-1/79.csv,1-1/79.mat,70a3fe3c71511f805fe39c5805ddb95f5d7cd615f0af1479fd3e4e7ffeda6411,394219aeb26a2a67a59971cab61a654d6390f41ba9a9402359a5319cfbaac95a,12037,797014,826a7ddaf21710b119963786b8b14651c80a6a80b8857e691cfa90aa7e64e817,not_read_in_development
239,1-1/80,1,HBX,河北献县,1-1,1,80,1,development,1-1/80.csv,1-1/80.mat,b3d7025548aeebd078bc8918d500900480c7c39ada88c4586c4c7fb0a18591f1,85d7dc896b7c877eaf8b146a4b16b23f76b4d226812eac1af955e3117b515647,12038,679952,887f9705d02860c9711ff0aad9029d97934308cc6833f081c83a306befdc0019,not_read_in_development
240,1-2/1,1,HBX,河北献县,1-2,2,1,6,development,1-2/1.csv,1-2/1.mat,f633bdcc6ed95ff5bc327264a9d44cd980208075b383ea729eb830d079a1cd85,4e4ddb99645da2e1d9bc688e448bcd453763c20271a89c66b2073858bb871bce,12017,930483,fa6ef5e2e75cfc7035134202f3d9a838649ddd0480cd5b618d4d868ca50c20bb,not_read_in_development
241,1-2/2,1,HBX,河北献县,1-2,2,2,0,development,1-2/2.csv,1-2/2.mat,63dcb398a121ccff1d210fa42695873f6483b1de54be8163e72cca0aca1a0aa9,232088a5a3c6c82c0c92c8d75d904d67a200c98e67ac9d6b3712c75c8aac5433,12029,938926,4a0175ac7b65539c080cbe54a157c375c97bf349135c052918fe28d9398c58e0,not_read_in_development
242,1-2/3,1,HBX,河北献县,1-2,2,3,7,development,1-2/3.csv,1-2/3.mat,caaf81febd9e368335fb8e0f80ec292def60c87f7ffe20f85ba9087b3efb215a,cb20902b97f79f49c36ddac7ad4c53b04547d3a8dfc21da031512fb020a12713,12033,1002516,0002c23c107b205fb16a8529fb8c562118202e0ba36db31a90a0cb15357b4569,not_read_in_development
243,1-2/4,1,HBX,河北献县,1-2,2,4,2,development,1-2/4.csv,1-2/4.mat,bc3bb24fc7d50e9ded78ce8009009deda232b2a5e69b2a8d93fd72da8088126e,9763bc9198b01e3ee2fafd926adcc298c83da957b49e799ae2822e84542a0e2d,12027,665392,b3e454c5ba2d8ecd94a8bfa657e2eb436b794525568227e8d3cd612724641deb,not_read_in_development
244,1-2/5,1,HBX,河北献县,1-2,2,5,6,development,1-2/5.csv,1-2/5.mat,51e91b8c996f87a9dac84f7c6d01bed4e82571d7bc3ddaa8fe6511eb08062ddc,c374439c4fe2d72d00fe050d4b60ef2845f207e457ae3dce4ea5d504a9257c11,12032,873410,4bcfd217cbc6e591042cf84f6eed0108a26f7dfde3b4f70bb70e7f3f5481e33a,not_read_in_development
245,1-2/6,1,HBX,河北献县,1-2,2,6,2,development,1-2/6.csv,1-2/6.mat,12ef3aa8ad2a312f444287f790aedf187018035038a85dbea6927e5b4f3061dd,b6cfef0a7b4237f508b649af2da816906d30f3d703238b8476ef0071fd054082,12039,847458,936bb65317bad967fc8485a7526cfab4e147f6a40d3a518045019d7175b8d6ed,not_read_in_development
246,1-2/7,1,HBX,河北献县,1-2,2,7,1,development,1-2/7.csv,1-2/7.mat,9f0d88d65ccb4a83075bc0ec1c80c12cfe60cdc03301bce54ecbb09d12daafff,ff9d205b649ec8ba657dc155e32229e394f27f9d3935c3e7c00934019348ceeb,12019,623058,afcbbdebdeabf86f9b6edd4c2fdb7b5e4429f3fd7bce55daf03d3eb9f01b8961,not_read_in_development
247,1-2/8,1,HBX,河北献县,1-2,2,8,5,development,1-2/8.csv,1-2/8.mat,00bcf02d1056f33378860df9d69d737bb685638e2d43961ddda344d6141dbf37,874007494ff67a5ba2c40842b7808e961727cff7bd589960c5c42a3fa9e180e1,12028,869266,57871f72d33e6f0623f8f52fb09c9372a8c94f3c7fa55c2333b0970d6c35635d,not_read_in_development
248,1-2/9,1,HBX,河北献县,1-2,2,9,2,development,1-2/9.csv,1-2/9.mat,0f21596fd1c3d96b0434739d5856fed7861756c9f1a142f063f8a278e32e4175,6252787d0507204798bebf6bf8ce595f1394ce6ae3ede9a40d46c0ece4c7da49,12016,730461,9291c5dc70955f5c6b56dca3eda3ebe9276f42cb63204616dd71dbd5e554fd84,not_read_in_development
249,1-2/10,1,HBX,河北献县,1-2,2,10,2,development,1-2/10.csv,1-2/10.mat,a1fbe070dfd97d55de7557992e9bc5aeee68be05cee5529d6717c050d66ebdb0,044e9fdba7e73ce31aa8004be6d44ff3693637abb1ffbf2dd4b6e63b216f6365,12028,475154,81eecc11d9429c3dc39ba96ac6e286006c40e94f5a825f659e66f68e4e487b21,not_read_in_development
252,1-2/13,1,HBX,河北献县,1-2,2,13,7,development,1-2/13.csv,1-2/13.mat,e2ce46c9cf5595b77d5902edfd07ec7159cd0b9daab263069a1771ebd66d4a0b,8042a9681760b55a65064953ad4bbf531797d4599eafd7ada24dc473a381fdde,12018,1030877,1d45a5e6ace5c9e626e3b6d9739d1f6b0e451b74dcee1505164919e3785c7e1b,not_read_in_development
253,1-2/14,1,HBX,河北献县,1-2,2,14,4,development,1-2/14.csv,1-2/14.mat,dceaa354e2738300dc9f25db68ea9c6d4abb7a22348e5dc7049306531d596fc6,433262bdd8144a73ec11e180789743b498ddee4b96d14875094c0dd632c4c2b5,12028,952995,9893f6e7020cd1b89cfa3551698743bd5f97277988bec7a96c6a7dec3a8c25cb,not_read_in_development
254,1-2/15,1,HBX,河北献县,1-2,2,15,7,development,1-2/15.csv,1-2/15.mat,21f49c2099695e28eb2656dfce0a00deff781e9f2b901d9a62b6d6bb61c96b35,01acd10c28ede031327c7d90a14e301697924810ca93a5e0c8be009509127311,12024,800292,f5963cf65c2b6e99933b44d72220148e524e8a957d4918d9f6607725adc2cf12,not_read_in_development
255,1-2/16,1,HBX,河北献县,1-2,2,16,3,development,1-2/16.csv,1-2/16.mat,3cbb76ef55a9d75721dfc4427167ba9e64c522abce54f6d8de3d52fe768423da,6741a9411b095f890ff713286640a1c4f344c21e20da0fadef0219be3078c9bb,12020,716242,7f00fe7eb99bd6da121e187801cd732fe469b12298c0b85d4d38d47620916145,not_read_in_development
256,1-2/17,1,HBX,河北献县,1-2,2,17,3,development,1-2/17.csv,1-2/17.mat,ca2601ed66865c697eccbdce00b3cae4e95f5ab137f0cf6a61711146f962b4f8,f6bf05fdec832cfe372581258d9ca77e7769fb8ad9467d516535454e0d474a34,12037,965263,fe335c0d45bf62e07341cdf36545e863ad44fe845eb6abd5115c3552b53f0445,not_read_in_development
257,1-2/18,1,HBX,河北献县,1-2,2,18,5,development,1-2/18.csv,1-2/18.mat,57f9760b322c33aa94e1fbff1d52ce188ac2a4c9a974f555f6659c47c2717b4a,7d08c25bc0bbb6f91528e34cd06aef423b5f2a8ccaec9afb462de518d400a46a,12008,751856,025c7fdb97c27c5071d270d6f9801010b3244cf8446bcd86afbd4b02784b63e3,not_read_in_development
259,1-2/20,1,HBX,河北献县,1-2,2,20,0,development,1-2/20.csv,1-2/20.mat,2805ac458230e80645d79efbe19d7e5922d7834b92c0f605a6067a6d2d4aeb9f,da6576b7d54bb0e5b7ac4325fa797b6fddad52551dc73e950c4683a65443bf67,12027,683982,2cdfa81ed4d61924a772d0b208de4d82fe8d0c4ea0f2ca5db9d571c0f851fdcd,not_read_in_development
260,1-2/21,1,HBX,河北献县,1-2,2,21,1,development,1-2/21.csv,1-2/21.mat,f0144e6c0494269652f680b07f048f6024d9e7cc0357c3c87c0e927767f0f16f,d56fcc4c372ca51e08defad6420768e8a569b97b3ede8b984d924f739e40d6cb,12027,902417,27584694e9356c45f443b03ab250489df82b989ccb8168930c862d6828c38763,not_read_in_development
261,1-2/22,1,HBX,河北献县,1-2,2,22,5,development,1-2/22.csv,1-2/22.mat,dbc4e58a0f59339dbee5eccbecfe5a483df63cfd55a1c6c0b849718663199521,016ab0846bcf855476dc769a88297643ce427df9466481a49b9deca88ac8b3c3,12026,968283,53d7abf00d4175386b51f16fddbd1553c8729b1a589d5f30cbda4568b2a06f7f,not_read_in_development
263,1-2/24,1,HBX,河北献县,1-2,2,24,1,development,1-2/24.csv,1-2/24.mat,76156cdf8d63d8bf307e4f92f1a7e42be30c1c0e636142fc72067e0e5a8955dc,6549c189b7377d6be06230fbd922355f7ffa2279ccbc37d2f94996af14561f3b,12032,957818,1a061458ae6b5342984862cbb46f23704400c48b38442c3739e28b9a4a63e1c4,not_read_in_development
264,1-2/25,1,HBX,河北献县,1-2,2,25,0,development,1-2/25.csv,1-2/25.mat,15d0cfa828b7a9a654a6409bfc825a1d7359211108cc57bed2d9066540d8c230,3ea1a988f2c96ed1096cedfa1705499d83070b3f114969948c1b89397e9a0ba8,12024,903192,c5721ad238225f19d6720a9276d0b6ae3a9789b4eef9392835ecb2d005df7f90,not_read_in_development
266,1-2/27,1,HBX,河北献县,1-2,2,27,0,development,1-2/27.csv,1-2/27.mat,f298a0610c7a5402bb458e7301c6d9c719e3fdd0e7b233e982bb70f9f8a3998a,c8d1162ae966005236010ec758f642c24e779261a37b6c0f5c72231b077911ed,12028,906843,e89a40616e0240782735123ffb6f1f505d665339a7f38dc15b5077130a8b9744,not_read_in_development
267,1-2/28,1,HBX,河北献县,1-2,2,28,3,development,1-2/28.csv,1-2/28.mat,079f0be4bf6a50cce3c07fcf141334be1497624e31514e70c03ac7f91eb0b215,a2e3cb9fdeadff42acdf457df9560b588bccf472844b515a6beb375cbede8b62,12026,620706,b08ba41e1cdf8f4d023e88d0313320b5247d5a9a81bebb26a72c5e60b4cc211d,not_read_in_development
268,1-2/29,1,HBX,河北献县,1-2,2,29,5,development,1-2/29.csv,1-2/29.mat,37842ebb2684b689aab83ae63ec2195ed4f005ea214a3769575c67342226c25b,f6edde9697beb9ca8a87f5c57ac8561dc1da2f9098f94d1acf9aa8e707eb5722,12027,983955,918da84b4e29a27956e9a69d2f3ee0d68e1953463a1431a33e513f3d9adf4a3e,not_read_in_development
269,1-2/30,1,HBX,河北献县,1-2,2,30,6,development,1-2/30.csv,1-2/30.mat,2d415e5953e28d5fa96921cc051c4cf4935f66cf2ed8872ee032d2ebb82f3c79,f51de86e7d5b1e020851339ca6d890a900a35075d3f219a67f0ec0a3a9cb1120,12023,557747,64d2143a9d275c8196c79d9edbc6e62bc89b2d37a8497e8db265f59cb73fe9fd,not_read_in_development
272,1-2/33,1,HBX,河北献县,1-2,2,33,2,development,1-2/33.csv,1-2/33.mat,29b1676764766cb2e75f4e5da15315a158a6e08c3db98d5d23323f7c0898eecd,807bf98d0db6784030fddf60de11bd6da2297ee05b440a2996b1886c9f86119b,12034,903202,066c5dd2945ee2530a059faf5704db8d30accc34bee1321a216977638cc73ae5,not_read_in_development
273,1-2/34,1,HBX,河北献县,1-2,2,34,5,development,1-2/34.csv,1-2/34.mat,a0d5418eedca6738647572d102ecd52dee3068fdb8bb07ddbddea3fa34f22e4f,eafd821ab8f14e61106f86109b66a2842dea5c2baea6a9b60263b6dc4412a805,12024,971489,aeb602280d09d88bced6439a6a0c5ca691e72f5a222b84a4828d96429ea07500,not_read_in_development
275,1-2/36,1,HBX,河北献县,1-2,2,36,5,development,1-2/36.csv,1-2/36.mat,625bb00bc70c233fb95347ef73ffa33d88474aed01e0ec012b85cd969f867910,ce5755cd2c3f92d921e17b25423e63c5fb448fdf03db128c21fb7f05d765f0e2,12025,1058135,ca951b4a0b8c446801483783ccaf2abf866cb711d4a9d040ad7bd09f92ae734d,not_read_in_development
276,1-2/37,1,HBX,河北献县,1-2,2,37,5,development,1-2/37.csv,1-2/37.mat,8d9efb7c32399de6a79f43ab5a53f961397b312aba89ff68a2f87406e745ccfc,e1e9915bd8bd36c15f0405e06cd40f2d06b1eb5932eca98877d865f971dc2f14,12020,882616,077b8eadb779f0fe02038f59d2f065bd0e4462e827e93d8ac3af653a2afd3662,not_read_in_development
277,1-2/38,1,HBX,河北献县,1-2,2,38,1,development,1-2/38.csv,1-2/38.mat,1184e48fddf18fb11aaddca52d756b83b6f7f50ff1668b703723e11289edc978,aee31ad4674c50e525d33e536fd2ac8eac360fa02c573434ad9950d60078c459,11998,930559,d503bb7fed021d0074db062643acb1c64b3ee504b2c1e41f6bb08f5d08d93d88,not_read_in_development
278,1-2/39,1,HBX,河北献县,1-2,2,39,0,development,1-2/39.csv,1-2/39.mat,83278a4d3c9796c58878f3158cbb842bee7d0c3edcd9fc3b78b4c973228a7dff,f98ce2ea9b770fab92e473c0124166bf4e509a2025ddee83e81eaed3445403a2,12033,689911,f3a319417c35a88ce6753d3c1c76fb2f453cab894b7d49ffa6490ebdfcb1c3ab,not_read_in_development
280,1-2/41,1,HBX,河北献县,1-2,2,41,3,development,1-2/41.csv,1-2/41.mat,0bf9035878bc3f12d6a5e0dcd71405fc5d9e56da7c8938f23fe33116e06cb5a4,3f945a16280966fcad3b5e781240fdf322cf370096e6cb36380358663daa5d3a,12033,916008,29fe56ac8fd6d4c2836171e7d8a02b337bf3a970552c6a98cd1d1e1fb03c2936,not_read_in_development
281,1-2/42,1,HBX,河北献县,1-2,2,42,4,development,1-2/42.csv,1-2/42.mat,e9329fd536ba291d8eda5bf03d803230a26d026ce2cf672e10c42115788f27bc,979cac8a45d8c1fb117461a487f000012a8a883c48731f774b550d2637a90746,12020,1211864,2a0e0ee932ce164f67243119421328b821bf319aac543b57a73efa6e3c9c0c2d,not_read_in_development
282,1-2/43,1,HBX,河北献县,1-2,2,43,6,development,1-2/43.csv,1-2/43.mat,af4351f6cb4bac5ef74e01923403a6bee8bf7221f9966a257f65aba9dd3ac838,8a4ea28e417bdbc3749408338826651827fed3fb6006a4b15635e59063194932,12028,664076,678bd16606e3c79152f6b86a1c1273d2d8d8eb30e7d13777587c2e9deb287485,not_read_in_development
285,1-2/46,1,HBX,河北献县,1-2,2,46,7,development,1-2/46.csv,1-2/46.mat,3c7eaf06357d3e91a69ad0f86ac39988419c9828fe4a12664dc64c42b1849a19,a101c7fca09ee1a710517f239ff8449b47f4b929d159ff3b625477a2ab3e39bb,12035,936633,1975b1ed9d6f7cd0945fbef9ef81a4418a6896fb7aab2b40a8c208165ee93434,not_read_in_development
286,1-2/47,1,HBX,河北献县,1-2,2,47,2,development,1-2/47.csv,1-2/47.mat,9d752b2a0fb9f6f066e8bb50c22ed8eec0bdfbb58e29ce3f8676f27490852f93,8785fdcb4bffcf8eec3509319f84ec75b774e364178b50f7d84887128d078404,12032,591088,5032765a6a0e4a18dae42f8919e249fc1ab646cb00b10ba7904e88abad5a1f3d,not_read_in_development
288,1-2/49,1,HBX,河北献县,1-2,2,49,3,development,1-2/49.csv,1-2/49.mat,b2e0528c6cad334cf67a09ed5d1b1c2bb88a6109ebce937311525fe610403e04,ddcd570deee8e22af25918b07e4a8bea872f130908747b0dd96bcf3d5c22090d,12020,655058,e1758510e429a5722246f315cbde232f312dbd2b99249f771dee2dd4626da25d,not_read_in_development
289,1-2/50,1,HBX,河北献县,1-2,2,50,0,development,1-2/50.csv,1-2/50.mat,83f3a2de0db5f33c47f652b768339ebffa56070f72f65e6a9ebe28b12dfa9013,51dcafc31b94dbddb2d97da37090c115fe039494b9a85c84a33b3d215f4f9fc2,12025,729180,00a35f55daf1970f5478c8b1ea9ff40227814c66e0f9d2f89ee27fa445edbec3,not_read_in_development
290,1-2/51,1,HBX,河北献县,1-2,2,51,3,development,1-2/51.csv,1-2/51.mat,73ab510f33e39a8332eee4b01fd6c49a10b6dc4275193f87f3037b998a5e5f7c,5211a0ea52ab601b88623036ab687c1585f1eeae4c3d19b3d8acc585ce7bbeb1,12030,622234,e8de7a909068de2aa1304129a8a40d7c80e8ba4eb6b62d895d49f424a5f0600b,not_read_in_development
291,1-2/52,1,HBX,河北献县,1-2,2,52,4,development,1-2/52.csv,1-2/52.mat,2a7c56ed105338429caaa849be5082c3ee8ffbe0ca09625c55f70349c32ddafb,678684258908e2c65f5d17ee887d360626128bee2b8e53643572230dc391e398,12038,1158058,3798914d0ca059c97b86c6199eda03e7aee96dd68379c515dfa77f4e907ccd15,not_read_in_development
292,1-2/53,1,HBX,河北献县,1-2,2,53,1,development,1-2/53.csv,1-2/53.mat,65839f3f292a8c16d4d3b3d3162fc17d50710f30d994d8107c80950bd0cac583,e7d9105077b250759c2ec1ef6c383bd3fde5388e7132834756be432e015d947e,12047,1022752,10522cf8e6939baa5459e3a59a252add5d79ed8cacce50a6773317001f064b73,not_read_in_development
293,1-2/54,1,HBX,河北献县,1-2,2,54,4,development,1-2/54.csv,1-2/54.mat,77e6f2a8d928d109cf19f46348695242dfc7087c9160ae9f6e8359b4e6375b91,8d4b07a70d344aa69b4510ac8b6fb544b8139441eea5f4c90051f261f490ff2e,12025,746977,433ea71ec90479d6f8822b71fc79bbc88ac4b2e409248d7773081246ffe98565,not_read_in_development
295,1-2/56,1,HBX,河北献县,1-2,2,56,2,development,1-2/56.csv,1-2/56.mat,adfcfac63f48329f54914c030950fd9f4a771967ab683847c4305b5b2c9ec7c6,8f9d1f6768ed089f176d5a754cb5f3e32665ac378fc48a04580b6555061b2810,12032,914492,315e95eed4be7de7b649ab4513ba1441051c1d0b251abab8561ea778e3da9ef1,not_read_in_development
296,1-2/57,1,HBX,河北献县,1-2,2,57,6,development,1-2/57.csv,1-2/57.mat,64acdb3a9915b670bdfaaca1b946a4a255dfd6d62e93e0137abe9f2e13f2b516,35b350380bd8345bddc2649ee9f70f53e46836f32365deb2c5701e4f709bb197,12021,1001577,24c324b86f39e643cfe38d2143cc64278770bebf733f85d47b82da1598e5abf4,not_read_in_development
297,1-2/58,1,HBX,河北献县,1-2,2,58,3,development,1-2/58.csv,1-2/58.mat,5c228e3d4f65d0ce9d7141fc75dfbac5869fcce7dbf80ce3dbf97366bf8d9193,24f8bb66a81e63a68f919f36be427d9e62846815a43176e622c34590a0a2e8f5,12034,1000152,40d6f3561d7e2f459b1d201da1b52ec46bdf7dc7fb916a63c448a2cd022eb306,not_read_in_development
298,1-2/59,1,HBX,河北献县,1-2,2,59,5,development,1-2/59.csv,1-2/59.mat,4fb26c5163a92d36cb31db99934401dc34353b2a6e652432894ea241e8fba2fe,98fd691a7233a8789e489fb40fa26a6e872af7f9e596a79e7e093ac769d35284,12035,768815,779bcb6dd1837c6354ac1bbea03e27f841d5f347a94eb804023f71865c6f44c3,not_read_in_development
299,1-2/60,1,HBX,河北献县,1-2,2,60,4,development,1-2/60.csv,1-2/60.mat,e4cfa02bd659bc9d55085cfe236f83c7c4293347e3641f05d16999e0c2262952,4d17f71e0ae725a16188a99387bd23a2b45480b19b1683c06d530a58300432c8,12028,843397,15c65c90ccf176471d93343286dca393faf9902f4646eb7da5f7735e11efb6de,not_read_in_development
300,1-2/61,1,HBX,河北献县,1-2,2,61,3,development,1-2/61.csv,1-2/61.mat,56cff41060c97abb399a6c50f6a954ce181ffcc4cdb7b7eaa7da1e9f47a5200e,b379d6e74fc61d9787989f47c71b46ef9551c755ff929dbbb5e7eec3b613efff,12025,768885,3220f1146fce60b034b07fc6f0ae6500ec830a338e3df38f980f4d7b95fae3b5,not_read_in_development
301,1-2/62,1,HBX,河北献县,1-2,2,62,7,development,1-2/62.csv,1-2/62.mat,f2a2067368df37c1ca1b450d8704181c76f7cc6ca952559e1ecb08287dcf6219,2611391a424ce15e2ae804c163c7235b12ba19b5c64f1e35f63e1f1dd64aa8c9,12030,956481,68b3d3895f66e129cab7d8ad55040746ff5e247fc640d3c4d794dfb0f84d1b35,not_read_in_development
302,1-2/63,1,HBX,河北献县,1-2,2,63,6,development,1-2/63.csv,1-2/63.mat,ccd53e1c810ab01b52a414103c7c1b400fbde4b0d11e652c8033ca0a728d97c6,b22e30201f94afa8fa0661be218a16effc3fa3c4305935e75de280d706e53403,12033,589777,e9d66dda84cb47cbc62ba4dc5d3bd9670f6ebf6458408ff8652f26b0891537ca,not_read_in_development
304,1-2/65,1,HBX,河北献县,1-2,2,65,6,development,1-2/65.csv,1-2/65.mat,6b46cd979ed7c775489842fd44cde94c6368025d38b5c3ad4fb52dc78c50c4df,b57fcc86b60807dd11359a24f50c6dee5266abb62960c45170dcb501ef504d5a,12020,1059090,64b7f2685b26709bcb5c45e73a44c3c643caeffa3f20e2f2594e7f95d4b907e8,not_read_in_development
306,1-2/67,1,HBX,河北献县,1-2,2,67,4,development,1-2/67.csv,1-2/67.mat,30513805b43dd8d7ce338e6633f4a6c515b5b30004afff9a73854499d95e935d,e4195cf4c71de5102e5f4c02c63cd11ea10853b25400c05ec63484e009845208,12014,1027997,06b8856938a8b24088772853d7e280ba92eebee8e7848a444091c177e1b2c921,not_read_in_development
307,1-2/68,1,HBX,河北献县,1-2,2,68,4,development,1-2/68.csv,1-2/68.mat,0f647b0cac379a2467b4443ef1b8fab35cb643887804bc94e718a69b4fc301ad,aaef0edf492b6a3a92fea1fcd2bc3dd37d5b29bb31c9d96db89a81e5bcb51ab4,12032,819918,46bf86a1dedb403e456aaf5ec7c17c0dfd4155607818f7cb8b5abc316c713bee,not_read_in_development
308,1-2/69,1,HBX,河北献县,1-2,2,69,0,development,1-2/69.csv,1-2/69.mat,2fd68b96f52d157d4a835bab4347feaf4f360d7b86bea40850a0d3fac9f76aff,0240cc26d2404a7528e967ff3dd367f9b101a1d9479eb71f85613897f1d27599,12026,609215,50e7db17a99997467f2791bdfcdedfaf2390a2bd9c7eef87e4397b5bdaf4a407,not_read_in_development
309,1-2/70,1,HBX,河北献县,1-2,2,70,1,development,1-2/70.csv,1-2/70.mat,4616dc462408468039e7d5464827744088ae442701c451a742a559e29729b104,99bf68fed2d408d0c0bba1dfc33857f5612d717fc73afa5ff406cf0c5b77b316,12028,736541,c6d8d546e2f4437a55525d57ca24d930bb753a22bd876f4dd7e7b55310c1dc17,not_read_in_development
310,1-2/71,1,HBX,河北献县,1-2,2,71,7,development,1-2/71.csv,1-2/71.mat,4cb61f177c966bec8cb8e9a6c8c009f191672c1edb34261b0f686170b13b6610,164f38cbde9cb8a8a3e8a6f825b076285845b5709ba1f820c9a9b7fde2f6594a,12028,1042331,5a96dce269f1e228ed0d58d8b0d3ce2f5ec36d45f34e095fcdfdb7b3aa5b3b51,not_read_in_development
311,1-2/72,1,HBX,河北献县,1-2,2,72,1,development,1-2/72.csv,1-2/72.mat,89f9eb804fe70e0267837bb4873fa80b515543967accc6d75704ba571d71386d,9541951f57769fbcecc33de6388feb4aa102239e1a1c1e60380024aad2912e02,12031,832063,843497452226410278894ae3cf1b24cdc2f0a77e80b16df55c169d8cb8eb4c13,not_read_in_development
312,1-2/73,1,HBX,河北献县,1-2,2,73,1,development,1-2/73.csv,1-2/73.mat,ff1d372ac4c3bcd1c83c9313efe3ed667aced24b9ce564360a30f69203682664,4eacbdada61b024ed07ca1b217a3a640188d9ddc0f6eee69efa4d641171b14cb,12019,826997,f819406abff6f400726f7370e261f60934b145892ac38c83a4a7d28818767860,not_read_in_development
313,1-2/74,1,HBX,河北献县,1-2,2,74,2,development,1-2/74.csv,1-2/74.mat,6d4bc5032ce2d1166e831888801c1005be788e6008cc9af75549612b6f834b96,497f4731333cb0b7e0ae1321aa65b44137cb421b86798cc7cfb699cf63d18c90,12030,916418,f3af3f8605906df0e3f0b77565aabf664d58565fb793be953bb5c5993b772aaf,not_read_in_development
314,1-2/75,1,HBX,河北献县,1-2,2,75,7,development,1-2/75.csv,1-2/75.mat,34fc8f49a503296f22d6ad81f906e76fc740ae5e42bd2f711ded2929465e57e8,2f6bedefedffca2419e0ef56434c8df96c1c15236cc44a9d1b01520888b47e97,12019,961776,2cf70e85e0c4c92d87ddbc8a319957f3239548c79240a4e62fa67718099bceea,not_read_in_development
315,1-2/76,1,HBX,河北献县,1-2,2,76,6,development,1-2/76.csv,1-2/76.mat,62d180651b9cd2196dcbd50eaa337ff709fe7352cddb74c8669b1a66c21dc5b0,72b34c17a6d74c242576a5514ea6e027dee6b906fb01cf42602fa1237407162d,12038,810715,2d9e4e97d8ee1e8ff54b1b4118fdf67b5914aa28da9c6516241501176c91c322,not_read_in_development
316,1-2/77,1,HBX,河北献县,1-2,2,77,7,development,1-2/77.csv,1-2/77.mat,feed3bb0ab95f42a38768161ecee26295853a6e5f950611c7f4a6c380c4b2345,3dfcf7abca98c87f15ebf87424a28379c16d140481dd5653dd324f4322e2435b,12032,597703,a5fb883037dbd121e16350a8bd1281462d3d2f9113074338b99eaa7578a77773,not_read_in_development
317,1-2/78,1,HBX,河北献县,1-2,2,78,0,development,1-2/78.csv,1-2/78.mat,6f1de2e5108d06e1079cccef46423b5cff6d5d1a9809f46d10273c88f902434c,d66956039cd600cbbdf02dc942f496f61161b10435854328623e5f7c457e819a,12030,765657,668e33cc8ade534cb987cde265b062fb0fb8815977ce494461b92f0d2c6de31c,not_read_in_development
319,1-2/80,1,HBX,河北献县,1-2,2,80,4,development,1-2/80.csv,1-2/80.mat,af47a8819d65ad1a053327233aa49a4c5869fb0a5cb2963196f8f4b5ad474864,ab7d4bb3169281e2122ac22bd04c6c74cc079476048068417241303e6eb3d7a0,12027,776545,6e94cae5fe46e355fc8c82546545e978b24d90e9745796241edab787e3a68060,not_read_in_development
320,2-1/1,2,HNA,河南安阳,2-1,1,1,2,development,2-1/1.csv,2-1/1.mat,2e969f6ecc83e200234ff0f2b70106f3bcfaf483e6321984ebb062870ab9f09a,f37fee688d859fcd6ac6dd850f455beb4d0104f70dd467b94a98205941056a04,12029,920400,e8066a12f92f738b67cc405051974f9cfe4318d699383510a538a482d52b428a,not_read_in_development
321,2-1/2,2,HNA,河南安阳,2-1,1,2,3,development,2-1/2.csv,2-1/2.mat,1b7224c3e368f920f0c3424dd0e3ff59405514352048fdfdb800b9cef84f852a,1fac654bcc64bfb86d4b545d29efb1f573e3054a3ced089db86a8a373a13d2f6,12018,663277,77ebb27ad2061c7559cbec07912a598358a53ac5ebbcd0a1ef27293615b13718,not_read_in_development
322,2-1/3,2,HNA,河南安阳,2-1,1,3,6,development,2-1/3.csv,2-1/3.mat,fc359a1a77c9216f4bc9f54e8d38697c398ed1e7be8b55dda5123cc94a025512,6bd39a536c41305e6bf957496d75e4f0b7f6d7c5e7be2cb53935a34c494a3a48,12039,876824,0aa988408368071f531a802a74d3a91d605c6e74c058233ea552cf4b055f4bd8,not_read_in_development
323,2-1/4,2,HNA,河南安阳,2-1,1,4,1,development,2-1/4.csv,2-1/4.mat,27755f24c7b2cc673ee7e41f7f8c9886e7f70ecf66ff346ccb5943864f2cb0cf,4b983992f541fed95cc52a4959acbf58323fd89792e1d8339fb0035533ac89f5,12035,647449,2409c56673fb4c495639da62e0056a92274999fb20bee95d3077c177c5c39a39,not_read_in_development
324,2-1/5,2,HNA,河南安阳,2-1,1,5,5,development,2-1/5.csv,2-1/5.mat,191c53ded464e8a59e18278c04e4b1089700e80788951749610a83832bd7b6b5,d4a76a18667a3b05120247cd4504e0835805c03daf6193c37324d38a95344b24,12035,707426,8c43972fa4aa1d54b912dbf5b0f423ebc8200851204d9282cc084e7ebcda1c2c,not_read_in_development
