sample_index,sample_id,label,class_name,source_cube,cube_suffix,seed_id,relative_mat_path,relative_csv_path,mat_sha256,csv_sha256
313,1-2/74,1,HBX,1-2,2,74,1-2/74.mat,1-2/74.csv,e4bbf7e063122efe9f71707eeed5abc184ebf8b2edc48a5876c682f7a6ad6995,f3af3f8605906df0e3f0b77565aabf664d58565fb793be953bb5c5993b772aaf
314,1-2/75,1,HBX,1-2,2,75,1-2/75.mat,1-2/75.csv,3484fec88dc2fd6e5b7f8621fafc6cd40ed29ac7b9062f23336d394c69fbff6f,2cf70e85e0c4c92d87ddbc8a319957f3239548c79240a4e62fa67718099bceea
315,1-2/76,1,HBX,1-2,2,76,1-2/76.mat,1-2/76.csv,dcb88bd3f154bf177223e7b019cd29003eb90a9c02e6a989c6f7de78871d359b,2d9e4e97d8ee1e8ff54b1b4118fdf67b5914aa28da9c6516241501176c91c322
316,1-2/77,1,HBX,1-2,2,77,1-2/77.mat,1-2/77.csv,b44ba978e0ed49e2b93adec949396c93d7bf8ce3eefa6780a0cef2ca5609eb02,a5fb883037dbd121e16350a8bd1281462d3d2f9113074338b99eaa7578a77773
317,1-2/78,1,HBX,1-2,2,78,1-2/78.mat,1-2/78.csv,ecf60862ca0f4c1ac9f7998c5593420274b412556220213e62ecddb34b2f56df,668e33cc8ade534cb987cde265b062fb0fb8815977ce494461b92f0d2c6de31c
318,1-2/79,1,HBX,1-2,2,79,1-2/79.mat,1-2/79.csv,2dc0d7c5a2c888357fa9ee29a9b16b4e1bae54a0299cde36e7104e7bd483d106,2d8b9a7d4cc1122852047c121932bc9fa8caffc4f0f5fde3d5d45c6e8af8aec2
319,1-2/80,1,HBX,1-2,2,80,1-2/80.mat,1-2/80.csv,bc93180b44d037d0c3ed8560683761317a6fef2588ca13ea497716c3840243d1,6e94cae5fe46e355fc8c82546545e978b24d90e9745796241edab787e3a68060
320,2-1/1,2,HNA,2-1,1,1,2-1/1.mat,2-1/1.csv,2d3e9522c49f63a9141cc8046159fa6ece553b3414c30698330f1531f65461a7,e8066a12f92f738b67cc405051974f9cfe4318d699383510a538a482d52b428a
321,2-1/2,2,HNA,2-1,1,2,2-1/2.mat,2-1/2.csv,efc4622b62f2dfd398bb84432f8907babdbb2b14f7c346f1177c48d255ffd066,77ebb27ad2061c7559cbec07912a598358a53ac5ebbcd0a1ef27293615b13718
322,2-1/3,2,HNA,2-1,1,3,2-1/3.mat,2-1/3.csv,d99fab6e5f947c1a284131f532dfc59e5c8bfebe59e77c0f6726d89d7135a731,0aa988408368071f531a802a74d3a91d605c6e74c058233ea552cf4b055f4bd8
323,2-1/4,2,HNA,2-1,1,4,2-1/4.mat,2-1/4.csv,ef41eb6c2981d0ed620590ac8ea7de03cf3a55dbfb6bf6d2634f964618cb8b58,2409c56673fb4c495639da62e0056a92274999fb20bee95d3077c177c5c39a39
324,2-1/5,2,HNA,2-1,1,5,2-1/5.mat,2-1/5.csv,40b574f85745cac6f271f06bd85a86a5bd9d8ec45498e38528700bfb3173cf4f,8c43972fa4aa1d54b912dbf5b0f423ebc8200851204d9282cc084e7ebcda1c2c
325,2-1/6,2,HNA,2-1,1,6,2-1/6.mat,2-1/6.csv,11043e17f37af899712229f1f8efb14f5635cace2ceeb8c0821165f2331ec9c4,5dea9c19ff6140678c9bb2b33a79a849e48f2844f00fc947fae5d3bc26fd5de6
326,2-1/7,2,HNA,2-1,1,7,2-1/7.mat,2-1/7.csv,3b324183bd05b548223c45c80e07aa4dcfb090528942728ba4f2fa39c8cd3363,9c22da0e6d65637de8509ff34381982da501abf8f5363468120fc0ee6726de01
327,2-1/8,2,HNA,2-1,1,8,2-1/8.mat,2-1/8.csv,f87267901472b2d97a1cd337bcab0ef03bce66f5269efb193a07c388f1544f03,336765118607d35fc204390e0964584da422bca8d77b479a7c864fe53dee1a43
328,2-1/9,2,HNA,2-1,1,9,2-1/9.mat,2-1/9.csv,53843b0cc68ec42b17d110b29a44fa89e4f052c4030999827b3349d8d4ce603a,a85e87950f33e51acf8d4b6fd0a723df84ef4663449c9d2e0a460f6f9a301fb9
329,2-1/10,2,HNA,2-1,1,10,2-1/10.mat,2-1/10.csv,7bc27f8c0682b96478fa420fbb4e82ee8cd7e8a78812e9ca21ad069319a165a6,e62efdffeac336cbf7ad53d2516af9f88d7c57db60cc8e45eef3932b1c7f626c
330,2-1/11,2,HNA,2-1,1,11,2-1/11.mat,2-1/11.csv,af0d76b3b061b6cc07857a900633a250340b4fb7740b090fd5ec24df813ac22c,c5f7c79ea6897dc01bf5470753227bd2ab7f089e30eb253f27a6178c23ea90e4
331,2-1/12,2,HNA,2-1,1,12,2-1/12.mat,2-1/12.csv,eb3d02c39692c4f23ee18d47743fbde5002f2ad6bd542fc87d0b0714b71d3393,55ff530d0e4567ccd1e966fcc8d7025ddc7e5d6bd1ddbfe8c3f212f7f5d881d2
332,2-1/13,2,HNA,2-1,1,13,2-1/13.mat,2-1/13.csv,3f66925282f8cf3bc3e76c04e6267d0395490706b1a9b20905b518a41e640457,c68647d16789d48049498b692e19ac14d64691b8e9e6c50243e2936ffbaa337a
333,2-1/14,2,HNA,2-1,1,14,2-1/14.mat,2-1/14.csv,a216b284b913004f4f7fb45f9ebec1a7181c8aac354cfb675bd776e50a4f9195,af9d5bce49ab3ed652668539182c90608ac651be77d5588f13e1d561765b65bd
334,2-1/15,2,HNA,2-1,1,15,2-1/15.mat,2-1/15.csv,7065451fae35160833753a69abece2c40142f5982ded3fb173d82f4dc3ea3de2,fc07ba22f6b9d3ff89d982c49fec0efbba8120ff26e89f51b0aa3121e635eca1
335,2-1/16,2,HNA,2-1,1,16,2-1/16.mat,2-1/16.csv,897bcc28cf6409d31a2381939051d195ba54e2693de49d043075d4cf6496f9e1,02ce0e73297b8fa8972f58b9d3c08bcb4c57d3f2ae0cfb1c4cb753e112114b76
336,2-1/17,2,HNA,2-1,1,17,2-1/17.mat,2-1/17.csv,36f9909e96b371b9610ae8d56883ec4747643496ef8e8918769bdd4c13346f2b,c3942939bb159de22fe7d616f0c73f151818091fa35bee87ae2bf223ca933e30
337,2-1/18,2,HNA,2-1,1,18,2-1/18.mat,2-1/18.csv,b3ba296405d241801b8116ddda24a7a8a1f21d2b0c90c3554941898da89d028c,f3dcacdc0864a5d1c64a42fa8f8f8ccf1ad9cb4cb15b3f05664cabacc5a9d0f0
338,2-1/19,2,HNA,2-1,1,19,2-1/19.mat,2-1/19.csv,b09295208783f4ae838485324b1b0f4b860cb26da90cf96946403281fe5ed3c0,b9a16b91b26ce9e8cde434bad917462457531a3a6898d7013eb8ec18c2693636
339,2-1/20,2,HNA,2-1,1,20,2-1/20.mat,2-1/20.csv,4b555840e7de80536b674ff543a78edb2887193e0a226606a9d586a0ca39f087,b96a5756102f73ecb640ceddb00659d9c942e33407c3d250b5461ee867bec84b
340,2-1/21,2,HNA,2-1,1,21,2-1/21.mat,2-1/21.csv,f4ee9a8c23e3dba1ac4959d0ce74e7dc98b32c09227f6f14e0b3dd7ffa058af5,277d915ccb123c808011ddc640bf87d8d0c2efb6b529b291a5188ecc2b0130a3
341,2-1/22,2,HNA,2-1,1,22,2-1/22.mat,2-1/22.csv,a019ee2d26f30be94286ffc9ed74479ced37ae4ecd5fb22b0c5fbb64e93efe6c,f25bc20a0d884756f956af47b8b2208ffd13ac094767d8ea4a103b2749e236a8
342,2-1/23,2,HNA,2-1,1,23,2-1/23.mat,2-1/23.csv,842fea9530430fa00ed0ff9ae975b25af8dd0cd06fc40fb5a05df7f437dc48b0,3be5b719ca119a98990bf0421f77cdaa90766b7406fbfd0380d58afe1ebf10f0
343,2-1/24,2,HNA,2-1,1,24,2-1/24.mat,2-1/24.csv,90d94c94e247abf451e9706aa3b91fadc98558b14000762828fc058c6860625c,cac236bdb07b726c5559da72b1886b99cfdd33828b34ae4a7561d9c3b7e08bbf
344,2-1/25,2,HNA,2-1,1,25,2-1/25.mat,2-1/25.csv,84fb9ec18c760e9dee54405cc1c135b68559f255122d50383be620da28ab115b,3ef19fe7afc61dbfccd91979c74ad681137c20232fe62d2ce640c8ea8ba4b208
345,2-1/26,2,HNA,2-1,1,26,2-1/26.mat,2-1/26.csv,8e7c4be3b2465be8b6732a0ee2c2291c3654ace1f786c9797ae3e0918a3dc735,a0b7a5a0a5774c8fb3b16115d6985438d6c8d50573666eb518f325b2c356b002
346,2-1/27,2,HNA,2-1,1,27,2-1/27.mat,2-1/27.csv,7c976ad836c0b76f30a739c215d2bbb2d0761e840474544e331a579ac951d240,3add8f4a5ede1d9b3ba92114545774ed56c16067cff81e269d44281328bac433
347,2-1/28,2,HNA,2-1,1,28,2-1/28.mat,2-1/28.csv,59ff59f88f0199813fca11553dbd994cb902462737effd2cb71d33f1a113adb0,97aafd7152ac6caa3b9ed710a93671b9eaebb60a87d862c69c62e622f96a568f
348,2-1/29,2,HNA,2-1,1,29,2-1/29.mat,2-1/29.csv,f80de8e056f549fc20b9bd4f9fa4ef3117522ef576b4b42f33c3e4d5e152d23a,91edfa128f195b4fff31918cb3179f7872b523d0d01e9d94b6f540310742bf37
349,2-1/30,2,HNA,2-1,1,30,2-1/30.mat,2-1/30.csv,e39981f377581c2c8d6c6a91ddf61640e0a6ad8c1ed1fc56eb60d59321801e3e,654e33b5ae5f9151ddbfcd734db04540c99584d9486aea1642caf3521c37d69b
350,2-1/31,2,HNA,2-1,1,31,2-1/31.mat,2-1/31.csv,04b06d4665f8d89815c00f76e543788c4c696c7affce5295207f5c2205fc53a9,c620190a833b8e57f1739c38a9d9a2055070064044b8c141dcdf0c0bcc0c1a83
351,2-1/32,2,HNA,2-1,1,32,2-1/32.mat,2-1/32.csv,d74d5534376b1f551aa1eddaad3ed49b3c9b1af3bdd4960d07c89b7b3dd07a04,b1a2ae52a7741d9265173b89dbd6ce0bd14508db7a9a58a7f18de32645406e99
352,2-1/33,2,HNA,2-1,1,33,2-1/33.mat,2-1/33.csv,90e4f340d6956527a6fa36e3f8b2f434557ed14315ecd550033fc8a683de3a77,508aa648662cc0e8d82cd8dcf9bfa852c23f105ca2e89182f89c3f85efe0a8a4
353,2-1/34,2,HNA,2-1,1,34,2-1/34.mat,2-1/34.csv,d68c6ff202d1a9d93341d05e06f5eb9e0c4c01cb6d4942b515c14464b9a7f447,9b56b993e06b6c018f72fbb3953e00a8a152e5ebe80377aeac8dc797e14d15a5
354,2-1/35,2,HNA,2-1,1,35,2-1/35.mat,2-1/35.csv,3147c1edac707d31d08adb03964a001227df5833ac370d185612708f831fab1a,a96385e4c47b79977f7fbd971e17597eb9f1604c4560b9fa930990d6252fe120
355,2-1/36,2,HNA,2-1,1,36,2-1/36.mat,2-1/36.csv,6e7f1431fdebf6c46e1a873f29deb302d01a0c5829ec6dc6edc4a3c947213fc9,bc3d4482a9a3c4e6a91dea7aca9a58297db606a0a922a970116bd424333d9f2a
356,2-1/37,2,HNA,2-1,1,37,2-1/37.mat,2-1/37.csv,330191d66f49040e83acc71d0ba282280bfcef20eec8512805d0bd92a303eb34,df24b29d6fe733a13c5d2af207239c1150393e96b4a07c8cee3b5b4f5fe7994c
357,2-1/38,2,HNA,2-1,1,38,2-1/38.mat,2-1/38.csv,559073210695c1d4da6cb689f3d2f01a19ba57f9ed1581850f46388419a11f35,977c43b2f532ecbac95ee55408458f4eead9cd1b7d32d106e55d88ba1d248480
358,2-1/39,2,HNA,2-1,1,39,2-1/39.mat,2-1/39.csv,e5270b62b07ef94786d13c52ca5ed95ddaed614849dccf83dba998879529d5ca,5d30303984f8f41d4e482038814d82155479a09bde38f264192df295314fdff8
359,2-1/40,2,HNA,2-1,1,40,2-1/40.mat,2-1/40.csv,2f7683e1765f158c4cbd588c227ecaa83dd68a48b85e0a77a7fee2b2d2467425,9820e0f25158e4a3c346280eba1d86c532d1c6f7a7a4d612316c210e5ad4e4d4
360,2-1/41,2,HNA,2-1,1,41,2-1/41.mat,2-1/41.csv,14210e538b5278a3d3e052d5a7fe831b16931309044a58986c51e2097c74e59a,90617057baf4cf22fe5b858182a3cbcbe0875b3bf6a74120daa46abe5bb2aa71
361,2-1/42,2,HNA,2-1,1,42,2-1/42.mat,2-1/42.csv,5aeef393aabd6f7bc224e1e8bf63af6d5ed787a70eb29e5cbac73cd70dc9df97,195b47b2e0922c2187e7585451044e0178007e79e45a99236d62a033c3f18a34
362,2-1/43,2,HNA,2-1,1,43,2-1/43.mat,2-1/43.csv,376926a5182c015f609b7227df634be96ae50e5680cee4b64c44f2f5f2c63c76,22c91b99f40c10368b3c0fbac73271093ab8f22f8a328ccf690256d6186f5e7a
363,2-1/44,2,HNA,2-1,1,44,2-1/44.mat,2-1/44.csv,8c4c55caacfac50d4b6915cf0a1daf2f75bfd08993fce830a84c436253c79995,d109dd339e1b04fdf84187bac7c2109783cf45b06397312e780a3896b54a75dc
364,2-1/45,2,HNA,2-1,1,45,2-1/45.mat,2-1/45.csv,1fec70e1b455d89b3b186d66a8dc828d9c80798b7eead19bc20394cdccafbbec,9bb45b47b23ad9375d219e499a03c416a77a8951cf7344589fe3de39dcac3b9b
365,2-1/46,2,HNA,2-1,1,46,2-1/46.mat,2-1/46.csv,1593009d134efe852d450177756c774fb67f2734acee0323fde73b8e5ff501f8,71a78fab0bbf844c01bbd706b625e3185323f116f96e9882bc923b0265b53fa3
366,2-1/47,2,HNA,2-1,1,47,2-1/47.mat,2-1/47.csv,d2200b4e052e883dc719263b881c9c667be67d5f879f380e49bd30ba2a9180e7,26baa097273bbb888614b09a266bfe2fed0011d581fefa2cb54d0810f35554bc
367,2-1/48,2,HNA,2-1,1,48,2-1/48.mat,2-1/48.csv,78a3b89206fbcdb9f0581b6538c7cc15b140eda13ff4b5ee6ac129c2a682e0c0,fa300fe10870067fd858f448de3ddc31c1f4cedc45abd4fdb90b2232b0157f56
368,2-1/49,2,HNA,2-1,1,49,2-1/49.mat,2-1/49.csv,617bca8da6e4f91baa8b58209561a0d94cc4c4f49fe2239cfb78cd79f0b15348,fc2d4de8db7f89c30d4ad0870cc1091004017ea0d0518c36b5dd02bac1e7d51f
369,2-1/50,2,HNA,2-1,1,50,2-1/50.mat,2-1/50.csv,ecd118679596e1c6084fa17d04b699b16064c0c9f8247c8304e90729af954625,8bb3bbb1f71978d0ceefa74b8c56dcb3f3e76269a6bc2aa84c5c5371841bd201
370,2-1/51,2,HNA,2-1,1,51,2-1/51.mat,2-1/51.csv,42bb20aedf6fe9e83aa26ef3b4bab51cfc636762ade23e88173d2fc62f68d055,fc33fe8be6b366762a1f4d8a5c5cc3c281e4e5ca7cf41179d2b03f68e4f0ff54
371,2-1/52,2,HNA,2-1,1,52,2-1/52.mat,2-1/52.csv,e165a9a8830ad3f3168ef762f5c41b3f8ec688287e4b80454910dc17e0900fb8,9b08a13e737a267199137d0b2edb40713c15333180e6f82295ea08f01d355275
372,2-1/53,2,HNA,2-1,1,53,2-1/53.mat,2-1/53.csv,6d87a50be72636a3c6be0d50418db5746eb2d376b2380d5629cd8c19a5d33749,447a01fb927d4483c0d5870756e1cc4dc181a368dfde5a7178f5e5df2b5982cc
373,2-1/54,2,HNA,2-1,1,54,2-1/54.mat,2-1/54.csv,f2530d2bff98c604a35028fabe88d79b630f5a98f30c86f68ca72ec535c93ce9,3dac0c16a6a3d12c7b379cfe43110113f5aea0b850ce8f98434c48c55f63a046
374,2-1/55,2,HNA,2-1,1,55,2-1/55.mat,2-1/55.csv,af4da18bcedbba5270a59d29a283b7bf676d4ed0eaac808672260f870cdeabdc,c079d8f804e4b7b155c79c704463ffcbedf2f9c027e7b1ac3e2c1c059676d64a
375,2-1/56,2,HNA,2-1,1,56,2-1/56.mat,2-1/56.csv,85fb944ebe0e1781395b020ea62913a505b30d6c47b4004ce8c10c69866577a0,bedf80353c2cef438c5cf56c34eb46d4e3347a262875d6e82aa355e0114f84e7
376,2-1/57,2,HNA,2-1,1,57,2-1/57.mat,2-1/57.csv,88eeaceeaf08e2d1825c000cdf6b2db28b2d588e306b07c19c396d5308b72ee7,476ff57c82c726ceedcee9562038101a7692bd0ffb2c2f3d100a1cee1b3a40a9
377,2-1/58,2,HNA,2-1,1,58,2-1/58.mat,2-1/58.csv,715dc6712e16aeb44e829521e42a4520143a30088e0b69d8c1c2ddd0bccfc80a,bc1cfe3dbb1f4a9314e19f05842c7679559f5f491733717b2d8df60421085a27
378,2-1/59,2,HNA,2-1,1,59,2-1/59.mat,2-1/59.csv,a3df8d91e5a359ed26eb5400e869425391c4fa4b76e54216dac10dea96ecf99f,b07ddb71b88cd9dfba91a1ca71c174698a1849b170fbf6f7c8443d35bd29b1ab
379,2-1/60,2,HNA,2-1,1,60,2-1/60.mat,2-1/60.csv,c0314dc77321d8157a1b69d3320d5980f5e7620d0006bcdda513475e2d5e5d2b,cba38fb2b04a25a42dba125643a21247dc4e769014ef1adb849e8df538d7b00b
380,2-1/61,2,HNA,2-1,1,61,2-1/61.mat,2-1/61.csv,d81a35ca2818a3947db0f9eaa49ab80a6537a8620061a356eb1d8c45855e1476,7a90eb1e1342a27cf04751780f1aab349d312f73ae112ab29bd85b2742a473fc
381,2-1/62,2,HNA,2-1,1,62,2-1/62.mat,2-1/62.csv,79f71c4f78e81fc3fcebeb1649c1c487e1cd1bde11217d693175d0bafd3008bb,5a8b1b6212af9efff7eeae511bdc1d88aac63abdb69c972d6ad3619eb6c48c69
382,2-1/63,2,HNA,2-1,1,63,2-1/63.mat,2-1/63.csv,ac1f86f17690d6ce8cfe954204463b5e3d47cc74087ee87c5c91899aeb527a40,8ca4e6873ee5616ff2ce72dc2aef3cf6d46605ba71be44080b8ccc083aee768a
383,2-1/64,2,HNA,2-1,1,64,2-1/64.mat,2-1/64.csv,f41086da8e117e31e14876b3c26aaf1e77b8f66dbcc58e42b7348e0b3e0f6e09,3fda639acbf184047556713ac980b1fa6eeed8098e172ff976247ea03894e353
384,2-1/65,2,HNA,2-1,1,65,2-1/65.mat,2-1/65.csv,4c5f8d91d20d882211c55fbda1a6ddddfcda8ff77e23fd713aa5d20ccbff5958,259610ce5464a876ed53b159c1a2284644ae4460cf78d12bd456adf0026ca32f
385,2-1/66,2,HNA,2-1,1,66,2-1/66.mat,2-1/66.csv,0c8f15d1533f390c43a69fc2746a7627b83f3c430e7e15d4ebc860d5359c7dd3,edefed4f666438f692d6a6d99aa1b4e884ed59e0a13043b9d9f60f1c940f2c1f
386,2-1/67,2,HNA,2-1,1,67,2-1/67.mat,2-1/67.csv,4f525dfd045544c1975c75f3fd0c12cf96bf55720a362c31350ac364f77a343d,3cb10cb11efbcf72b1d011ba8f113c929b97feee9115ede82cc5bf9aa85647ac
387,2-1/68,2,HNA,2-1,1,68,2-1/68.mat,2-1/68.csv,03cff1a56b76ebc51d4d4465cc5ec47477fae98d052c23bf54c4e9b5d05e464b,ecd5c492f06c2549eb81aa576855c7d0542864bafa06907aa7b1afcdda8349e2
388,2-1/69,2,HNA,2-1,1,69,2-1/69.mat,2-1/69.csv,8f46d9265079c7a83fc4f48160b1efb6e35fd2b425757096487178d6ef703a17,382c50d67f326d8630cc7692a4eb9fab7ac9274f6634aadca0f5146f7c3f682f
389,2-1/70,2,HNA,2-1,1,70,2-1/70.mat,2-1/70.csv,a9e39b3c0d2a89bc4247df6ac9e3fa9fbdecc6a4ad0f1c47b16b2a2a488d934e,fd7f8eae33a5f84bb0d7ce61a088f5f063a28d0fcca160e35f64393dc3bcf471
390,2-1/71,2,HNA,2-1,1,71,2-1/71.mat,2-1/71.csv,20a770de970830e342bedd970181dd1d49d4fc3eaee8c56d6feee91fbaef562d,d98fed8bcecf65257169acbb66170ee491fc8730992ba0992329fac6668c4392
391,2-1/72,2,HNA,2-1,1,72,2-1/72.mat,2-1/72.csv,f4094415782186d3e896e3dd8d91b04045d0476348aff15ca4be7fdd2e0dc441,2b46b6af8be8d824e57dbfcd2de66b79060dcf8e9ec84cfe32e3ca779f9ece5e
392,2-1/73,2,HNA,2-1,1,73,2-1/73.mat,2-1/73.csv,a795ef5356f70011c8b2b0a54c7b8ac4887449fa6faa09b9f2bddd9a16266868,58f9bb3beaba1ddd400aa4fb71ed934a266131502bd6af4837f8bb12adf3bd52
393,2-1/74,2,HNA,2-1,1,74,2-1/74.mat,2-1/74.csv,d151e74c6228182601660910ff88352ea0d955d76b96ca4db3b11314e58e360b,cdeaa98ef253b09e4da8a9c59cfb6034a902f0077a8a4e32197cbb82da38e877
394,2-1/75,2,HNA,2-1,1,75,2-1/75.mat,2-1/75.csv,0eba7e6732805415591a27a4f3515757899f4596bb14d92ae6dbdbf0299f91b6,7aec2b5ab40c372fb844cd0dc2253ac08a80f497b182fb34fcaaf68a04b491a4
395,2-1/76,2,HNA,2-1,1,76,2-1/76.mat,2-1/76.csv,cbf4c0ee7c38ea0ef255f4018d414165f04c7e38c0d087d52c19782070484624,eda5cd2864e388ec408e1a957fef11429c87a2e28702835640da423721828bb9
396,2-1/77,2,HNA,2-1,1,77,2-1/77.mat,2-1/77.csv,6e562641292ddcb7609ee533cb36f5a837b70392e7e9bada384600e5d38aff58,54d1e4382bba422cd70da11a24fb210f10a7d2b0758c8cdf51561e2bbe2d6006
397,2-1/78,2,HNA,2-1,1,78,2-1/78.mat,2-1/78.csv,c490f3d7654760ccd5c92cfed6221631509690b4e9eedb77f821ddade8e4435c,deaf5af47d8e0dddd4c0e615fdb0d153c33e3da05f0469e397570c9503bb6577
398,2-1/79,2,HNA,2-1,1,79,2-1/79.mat,2-1/79.csv,10d85061e95289e5a28eea2aa13705093625fb5d7a16f2a8b6bcf077f89108c7,a34e80eaa27d5f8aa49e7afcd0ac26e53055f1782ca90172ca9e87e4b54c1f80
399,2-1/80,2,HNA,2-1,1,80,2-1/80.mat,2-1/80.csv,c3e3d54891d31b39df1ccbcbf580f1ac7c5a8b0e902ac9553abd9173f2be827e,2a994fdd2b6df0cc7316047b8e4c2ce63d57dad86ba8a007bbda1ec95472b6f8
400,2-2/1,2,HNA,2-2,2,1,2-2/1.mat,2-2/1.csv,01284a929971c5b1b7081add73c3c2b477243870567ecc26ea73a424ff6578d3,6ab9e32c302094160eebf5037e0234f80fcd600c0c63b5fe9ec81545296324c5
401,2-2/2,2,HNA,2-2,2,2,2-2/2.mat,2-2/2.csv,64f729e4bdf5ba1c97367fc871f7854219ee3ba3fc94a057ada1aebc0bb91654,5174cfd40b29f95b41ca96ac551d58e0396076be7d1d1e984a971521cdd85924
402,2-2/3,2,HNA,2-2,2,3,2-2/3.mat,2-2/3.csv,a6b1bd1539b37692913870775f82e806a8baf443176b36902a881808c6dc8bf7,2838f8f67bd80a8cf738a1202dad3797cf7f9aa7fb96ab7c36fd978d5eeb2010
403,2-2/4,2,HNA,2-2,2,4,2-2/4.mat,2-2/4.csv,cfc740b06b338d805d0718e66cf3dc0d7450b576bc082ebb2037ea69266b510d,60a66de3b6245ce220687f72c951460558c1a0261891214804562e65a71638d6
404,2-2/5,2,HNA,2-2,2,5,2-2/5.mat,2-2/5.csv,6cb6eca60dfb2e997ace054012b7b4129a6c2bcc9e6b9351c7c4ba721c9b7ab0,268aaa401195131eb99d3ad975e1fa98a3242ce9d0caf2ae490b441675d7e7db
405,2-2/6,2,HNA,2-2,2,6,2-2/6.mat,2-2/6.csv,aa120c25f67bb36e006039b6044d0bd3a3adc16a86324a42bfa507c0e21a3af9,b8cba15a059f8d8c876804d5c27157872ef73e25d9061cbc72c832e974cfb373
406,2-2/7,2,HNA,2-2,2,7,2-2/7.mat,2-2/7.csv,78a4af240aa97d28a2c1beaa88ba2477456666f61f545dc551cd66e1cacc379f,f5698055bbe95b6ff6952b73c8b41e3fde8cdef31d182b115c20b918c846ffe1
407,2-2/8,2,HNA,2-2,2,8,2-2/8.mat,2-2/8.csv,4ffdf7d1cf0538536c056c7769f5712b24dc180c63d91c6e5d028185698f3ac3,1eb126137b5c5b644b2986b607e00cdbdb83517de79b7f62320d982decfdcbd0
408,2-2/9,2,HNA,2-2,2,9,2-2/9.mat,2-2/9.csv,6ed4e4601441efc75fdb45ae693f6420313c8aa7d4add50b3ea3af12eda8305a,6f546c5600c68ba35057f36db5631e1dc57c890721cc2578e6258f309fac6062
409,2-2/10,2,HNA,2-2,2,10,2-2/10.mat,2-2/10.csv,fe4412f290ccab606c4fec0cd4927f3f17f9164e15481b0038adc767bc48c4e5,a0ae237af9814a25ece63c59f50366943b120273f28f8b730847f5053316c1d8
410,2-2/11,2,HNA,2-2,2,11,2-2/11.mat,2-2/11.csv,cb745bb5a75d8a7d59c437085d9a2761c7305593fdc1448060457c2919337ddd,0149b080f9fead4edc3278f44e6deddeb70070b915ec1ad27ff9d2b628585eea
411,2-2/12,2,HNA,2-2,2,12,2-2/12.mat,2-2/12.csv,38100de09abe9a2a5ca58092327829704eac63e777fa46ae4f250fe52829b06c,2741afbb0243dbabd437769e0d340f0dfd6a5f862a74a8adf37c9a4105964ae7
412,2-2/13,2,HNA,2-2,2,13,2-2/13.mat,2-2/13.csv,43a3e076c3aa6973cd2d29d0714c4ce9cf204fd9b800badbd1dc16ef6f7d1f27,bc9d36c2147d121d87b192308e79adbe3974c43bbce6d197ab0737d390048e93
413,2-2/14,2,HNA,2-2,2,14,2-2/14.mat,2-2/14.csv,a270d0b09cb595890daa77ea77d02698df3cfd7bb15396939f6b0d93ccf3a3e0,98218cb70be2950ecc27f7fc52ac016277529390ed72ea5c2b1e1625bad51cda
414,2-2/15,2,HNA,2-2,2,15,2-2/15.mat,2-2/15.csv,7fd730309024f48ef084aa5318978f6d0aec0ccbfe1cafe96a30c35fd0601ef9,a752ad605fab2e41332b71e7610247e12631eb7ee0d1a0dbe28e5bfaa9e797b8
415,2-2/16,2,HNA,2-2,2,16,2-2/16.mat,2-2/16.csv,ff19c9d88329f0a09d7b39691d3f2df909609889fe02028969a64346cf5843bf,55868ccb2b1195249b77783324125270eb04a5a000183c0971c1faf13e860589
416,2-2/17,2,HNA,2-2,2,17,2-2/17.mat,2-2/17.csv,60a3b200a25d76a840493588fb05b2a03f939cdfcfd4ab27607527244a564e1a,4cbdaddaaa59942d376e21935d4c69f9ff5291e5ecd4f347889d2eafd60a598b
417,2-2/18,2,HNA,2-2,2,18,2-2/18.mat,2-2/18.csv,cda8fd7be860d55a47f60474f5e292e3884053b7520a84bbd3b60568f90020a0,00d49af2460cc91c3eb45edd8ba9c8557903050e09ab13ee5ccc95ffcccc1977
418,2-2/19,2,HNA,2-2,2,19,2-2/19.mat,2-2/19.csv,7fb154aeda030b2bbb3744c87ce5a159a9bbfae2a1e1a1bfe64a2ecf76c00777,c49dc68cb86f097324b403af46ee1c48beb42f075f07caedf67fa0a50652467c
419,2-2/20,2,HNA,2-2,2,20,2-2/20.mat,2-2/20.csv,8807c8df8f42a9f5b23b34fce7eb63675eb08457ebba66d0017b5d5a3755b85e,757bd4b95a1018a48c735d95e405731e2ca55bd7b4d817e879b5f868bba1ac80
420,2-2/21,2,HNA,2-2,2,21,2-2/21.mat,2-2/21.csv,e5bac5d55b5f7bbb6736cb88a5eff06b86f6cf581ac45ed517845e9e34246433,54c61b8bde18a475955e5348bc3d7d8cbd66e105316ef244dbe899ac84306fb3
421,2-2/22,2,HNA,2-2,2,22,2-2/22.mat,2-2/22.csv,1b0de6ed850ae4a4ee60c02654eefc4c191ee149e6811b99454824f188e45a60,44996bd3bbd0cf57be8670846f657677b33cb354983a9879db1ee69cf3b9178b
422,2-2/23,2,HNA,2-2,2,23,2-2/23.mat,2-2/23.csv,24ed5c1445a958f8d224295044f039dd77515c34f73695d9c5ae5a9be5340b1e,442361a56d77929fd90aa162118141d17f5d0965e1c01ff71323460aef7caad3
