run_id,direction,model,seed,sample_id,source_cube,true_label,condition,full_predicted_label,counterfactual_predicted_label,prediction_changed,full_true_class_probability,counterfactual_true_class_probability,true_class_probability_delta
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/14,2-2,2,mean_broadcast,2,2,0,0.6752714741676584,0.6752714741676584,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/14,2-2,2,spatial_shuffle,2,2,0,0.6752714741676584,0.6752714741676584,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/15,2-2,2,mask_only,2,4,1,0.862462542013993,2.244019859041155e-306,-0.862462542013993
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/15,2-2,2,mean_broadcast,2,2,0,0.862462542013993,0.862462542013993,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/15,2-2,2,spatial_shuffle,2,2,0,0.862462542013993,0.862462542013993,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/16,2-2,2,mask_only,2,4,1,0.989907531408805,2.244019859041155e-306,-0.989907531408805
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/16,2-2,2,mean_broadcast,2,2,0,0.989907531408805,0.989907531408805,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/16,2-2,2,spatial_shuffle,2,2,0,0.989907531408805,0.989907531408805,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/17,2-2,2,mask_only,2,4,1,0.42464603087083536,2.244019859041155e-306,-0.42464603087083536
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/17,2-2,2,mean_broadcast,2,2,0,0.42464603087083536,0.42464603087083536,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/17,2-2,2,spatial_shuffle,2,2,0,0.42464603087083536,0.42464603087083536,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/18,2-2,2,mask_only,2,4,1,0.9384514839421668,2.244019859041155e-306,-0.9384514839421668
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/18,2-2,2,mean_broadcast,2,2,0,0.9384514839421668,0.9384514839421668,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/18,2-2,2,spatial_shuffle,2,2,0,0.9384514839421668,0.9384514839421668,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/19,2-2,2,mask_only,2,4,1,0.8071544411772585,2.244019859041155e-306,-0.8071544411772585
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/19,2-2,2,mean_broadcast,2,2,0,0.8071544411772585,0.8071544411772585,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/19,2-2,2,spatial_shuffle,2,2,0,0.8071544411772585,0.8071544411772585,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/2,2-2,2,mask_only,2,4,1,0.7293592671561785,2.244019859041155e-306,-0.7293592671561785
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/2,2-2,2,mean_broadcast,2,2,0,0.7293592671561785,0.7293592671561785,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/2,2-2,2,spatial_shuffle,2,2,0,0.7293592671561785,0.7293592671561785,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/20,2-2,2,mask_only,4,4,0,0.12418799977651977,2.244019859041155e-306,-0.12418799977651977
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/20,2-2,2,mean_broadcast,4,4,0,0.12418799977651977,0.12418799977651977,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/20,2-2,2,spatial_shuffle,4,4,0,0.12418799977651977,0.12418799977651977,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/21,2-2,2,mask_only,5,4,1,0.07492745515020381,2.244019859041155e-306,-0.07492745515020381
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/21,2-2,2,mean_broadcast,5,5,0,0.07492745515020381,0.07492745515020381,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/21,2-2,2,spatial_shuffle,5,5,0,0.07492745515020381,0.07492745515020381,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/22,2-2,2,mask_only,2,4,1,0.9710508734111382,2.244019859041155e-306,-0.9710508734111382
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/22,2-2,2,mean_broadcast,2,2,0,0.9710508734111382,0.9710508734111382,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/22,2-2,2,spatial_shuffle,2,2,0,0.9710508734111382,0.9710508734111382,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/23,2-2,2,mask_only,4,4,0,0.21957366340928705,2.244019859041155e-306,-0.21957366340928705
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/23,2-2,2,mean_broadcast,4,4,0,0.21957366340928705,0.21957366340928705,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/23,2-2,2,spatial_shuffle,4,4,0,0.21957366340928705,0.21957366340928705,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/24,2-2,2,mask_only,2,4,1,0.9161996073803761,2.244019859041155e-306,-0.9161996073803761
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/24,2-2,2,mean_broadcast,2,2,0,0.9161996073803761,0.9161996073803761,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/24,2-2,2,spatial_shuffle,2,2,0,0.9161996073803761,0.9161996073803761,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/25,2-2,2,mask_only,5,4,1,0.15006049968192747,2.244019859041155e-306,-0.15006049968192747
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/25,2-2,2,mean_broadcast,5,5,0,0.15006049968192747,0.15006049968192747,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/25,2-2,2,spatial_shuffle,5,5,0,0.15006049968192747,0.15006049968192747,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/26,2-2,2,mask_only,4,4,0,0.0025805845362331793,2.244019859041155e-306,-0.0025805845362331793
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/26,2-2,2,mean_broadcast,4,4,0,0.0025805845362331793,0.0025805845362331793,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/26,2-2,2,spatial_shuffle,4,4,0,0.0025805845362331793,0.0025805845362331793,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/27,2-2,2,mask_only,4,4,0,0.18404936081933843,2.244019859041155e-306,-0.18404936081933843
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/27,2-2,2,mean_broadcast,4,4,0,0.18404936081933843,0.18404936081933843,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/27,2-2,2,spatial_shuffle,4,4,0,0.18404936081933843,0.18404936081933843,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/28,2-2,2,mask_only,2,4,1,0.5843013838210053,2.244019859041155e-306,-0.5843013838210053
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/28,2-2,2,mean_broadcast,2,2,0,0.5843013838210053,0.5843013838210053,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/28,2-2,2,spatial_shuffle,2,2,0,0.5843013838210053,0.5843013838210053,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/29,2-2,2,mask_only,4,4,0,0.35813230995018125,2.244019859041155e-306,-0.35813230995018125
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/29,2-2,2,mean_broadcast,4,4,0,0.35813230995018125,0.35813230995018125,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/29,2-2,2,spatial_shuffle,4,4,0,0.35813230995018125,0.35813230995018125,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/3,2-2,2,mask_only,2,4,1,0.9797516716443696,2.244019859041155e-306,-0.9797516716443696
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/3,2-2,2,mean_broadcast,2,2,0,0.9797516716443696,0.9797516716443696,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/3,2-2,2,spatial_shuffle,2,2,0,0.9797516716443696,0.9797516716443696,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/30,2-2,2,mask_only,2,4,1,0.8138338525666104,2.244019859041155e-306,-0.8138338525666104
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/30,2-2,2,mean_broadcast,2,2,0,0.8138338525666104,0.8138338525666104,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/30,2-2,2,spatial_shuffle,2,2,0,0.8138338525666104,0.8138338525666104,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/31,2-2,2,mask_only,4,4,0,0.4606404342997641,2.244019859041155e-306,-0.4606404342997641
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/31,2-2,2,mean_broadcast,4,4,0,0.4606404342997641,0.4606404342997641,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/31,2-2,2,spatial_shuffle,4,4,0,0.4606404342997641,0.4606404342997641,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/32,2-2,2,mask_only,2,4,1,0.9945516835441445,2.244019859041155e-306,-0.9945516835441445
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/32,2-2,2,mean_broadcast,2,2,0,0.9945516835441445,0.9945516835441445,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/32,2-2,2,spatial_shuffle,2,2,0,0.9945516835441445,0.9945516835441445,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/33,2-2,2,mask_only,4,4,0,0.15161144623609354,2.244019859041155e-306,-0.15161144623609354
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/33,2-2,2,mean_broadcast,4,4,0,0.15161144623609354,0.15161144623609354,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/33,2-2,2,spatial_shuffle,4,4,0,0.15161144623609354,0.15161144623609354,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/34,2-2,2,mask_only,4,4,0,0.03570445022695721,2.244019859041155e-306,-0.03570445022695721
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/34,2-2,2,mean_broadcast,4,4,0,0.03570445022695721,0.03570445022695721,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/34,2-2,2,spatial_shuffle,4,4,0,0.03570445022695721,0.03570445022695721,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/35,2-2,2,mask_only,2,4,1,0.991764570024423,2.244019859041155e-306,-0.991764570024423
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/35,2-2,2,mean_broadcast,2,2,0,0.991764570024423,0.991764570024423,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/35,2-2,2,spatial_shuffle,2,2,0,0.991764570024423,0.991764570024423,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/36,2-2,2,mask_only,2,4,1,0.8791895896287212,2.244019859041155e-306,-0.8791895896287212
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/36,2-2,2,mean_broadcast,2,2,0,0.8791895896287212,0.8791895896287212,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/36,2-2,2,spatial_shuffle,2,2,0,0.8791895896287212,0.8791895896287212,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/37,2-2,2,mask_only,4,4,0,0.1423863039565408,2.244019859041155e-306,-0.1423863039565408
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/37,2-2,2,mean_broadcast,4,4,0,0.1423863039565408,0.1423863039565408,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/37,2-2,2,spatial_shuffle,4,4,0,0.1423863039565408,0.1423863039565408,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/38,2-2,2,mask_only,2,4,1,0.7774678343140048,2.244019859041155e-306,-0.7774678343140048
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/38,2-2,2,mean_broadcast,2,2,0,0.7774678343140048,0.7774678343140048,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/38,2-2,2,spatial_shuffle,2,2,0,0.7774678343140048,0.7774678343140048,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/39,2-2,2,mask_only,7,4,1,3.141270795239633e-05,2.244019859041155e-306,-3.141270795239633e-05
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/39,2-2,2,mean_broadcast,7,7,0,3.141270795239633e-05,3.141270795239633e-05,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/39,2-2,2,spatial_shuffle,7,7,0,3.141270795239633e-05,3.141270795239633e-05,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/4,2-2,2,mask_only,2,4,1,0.9944552693262673,2.244019859041155e-306,-0.9944552693262673
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/4,2-2,2,mean_broadcast,2,2,0,0.9944552693262673,0.9944552693262673,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/4,2-2,2,spatial_shuffle,2,2,0,0.9944552693262673,0.9944552693262673,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/40,2-2,2,mask_only,2,4,1,0.5225951569771515,2.244019859041155e-306,-0.5225951569771515
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/40,2-2,2,mean_broadcast,2,2,0,0.5225951569771515,0.5225951569771515,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/40,2-2,2,spatial_shuffle,2,2,0,0.5225951569771515,0.5225951569771515,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/41,2-2,2,mask_only,4,4,0,0.3613218054062414,2.244019859041155e-306,-0.3613218054062414
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/41,2-2,2,mean_broadcast,4,4,0,0.3613218054062414,0.3613218054062414,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/41,2-2,2,spatial_shuffle,4,4,0,0.3613218054062414,0.3613218054062414,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/42,2-2,2,mask_only,2,4,1,0.8368267908597108,2.244019859041155e-306,-0.8368267908597108
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/42,2-2,2,mean_broadcast,2,2,0,0.8368267908597108,0.8368267908597108,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/42,2-2,2,spatial_shuffle,2,2,0,0.8368267908597108,0.8368267908597108,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/43,2-2,2,mask_only,2,4,1,0.9574344304664272,2.244019859041155e-306,-0.9574344304664272
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/43,2-2,2,mean_broadcast,2,2,0,0.9574344304664272,0.9574344304664272,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/43,2-2,2,spatial_shuffle,2,2,0,0.9574344304664272,0.9574344304664272,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/44,2-2,2,mask_only,2,4,1,0.9133679440920247,2.244019859041155e-306,-0.9133679440920247
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/44,2-2,2,mean_broadcast,2,2,0,0.9133679440920247,0.9133679440920247,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/44,2-2,2,spatial_shuffle,2,2,0,0.9133679440920247,0.9133679440920247,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/45,2-2,2,mask_only,2,4,1,0.6067121831181231,2.244019859041155e-306,-0.6067121831181231
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/45,2-2,2,mean_broadcast,2,2,0,0.6067121831181231,0.6067121831181231,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/45,2-2,2,spatial_shuffle,2,2,0,0.6067121831181231,0.6067121831181231,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/46,2-2,2,mask_only,2,4,1,0.7511914656952386,2.244019859041155e-306,-0.7511914656952386
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/46,2-2,2,mean_broadcast,2,2,0,0.7511914656952386,0.7511914656952386,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/46,2-2,2,spatial_shuffle,2,2,0,0.7511914656952386,0.7511914656952386,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/47,2-2,2,mask_only,2,4,1,0.8964502212294306,2.244019859041155e-306,-0.8964502212294306
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/47,2-2,2,mean_broadcast,2,2,0,0.8964502212294306,0.8964502212294306,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/47,2-2,2,spatial_shuffle,2,2,0,0.8964502212294306,0.8964502212294306,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/48,2-2,2,mask_only,2,4,1,0.9697508704626902,2.244019859041155e-306,-0.9697508704626902
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/48,2-2,2,mean_broadcast,2,2,0,0.9697508704626902,0.9697508704626902,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/48,2-2,2,spatial_shuffle,2,2,0,0.9697508704626902,0.9697508704626902,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/49,2-2,2,mask_only,2,4,1,0.988930205373689,2.244019859041155e-306,-0.988930205373689
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/49,2-2,2,mean_broadcast,2,2,0,0.988930205373689,0.988930205373689,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/49,2-2,2,spatial_shuffle,2,2,0,0.988930205373689,0.988930205373689,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/5,2-2,2,mask_only,2,4,1,0.9691309481558764,2.244019859041155e-306,-0.9691309481558764
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/5,2-2,2,mean_broadcast,2,2,0,0.9691309481558764,0.9691309481558764,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/5,2-2,2,spatial_shuffle,2,2,0,0.9691309481558764,0.9691309481558764,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/50,2-2,2,mask_only,4,4,0,0.24130871701205606,2.244019859041155e-306,-0.24130871701205606
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/50,2-2,2,mean_broadcast,4,4,0,0.24130871701205606,0.24130871701205606,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/50,2-2,2,spatial_shuffle,4,4,0,0.24130871701205606,0.24130871701205606,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/51,2-2,2,mask_only,4,4,0,0.05069106004780053,2.244019859041155e-306,-0.05069106004780053
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/51,2-2,2,mean_broadcast,4,4,0,0.05069106004780053,0.05069106004780053,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/51,2-2,2,spatial_shuffle,4,4,0,0.05069106004780053,0.05069106004780053,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/52,2-2,2,mask_only,2,4,1,0.6429284120972928,2.244019859041155e-306,-0.6429284120972928
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/52,2-2,2,mean_broadcast,2,2,0,0.6429284120972928,0.6429284120972928,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/52,2-2,2,spatial_shuffle,2,2,0,0.6429284120972928,0.6429284120972928,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/53,2-2,2,mask_only,4,4,0,0.028709784453184766,2.244019859041155e-306,-0.028709784453184766
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/53,2-2,2,mean_broadcast,4,4,0,0.028709784453184766,0.028709784453184766,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/53,2-2,2,spatial_shuffle,4,4,0,0.028709784453184766,0.028709784453184766,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/54,2-2,2,mask_only,2,4,1,0.8527373191438189,2.244019859041155e-306,-0.8527373191438189
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/54,2-2,2,mean_broadcast,2,2,0,0.8527373191438189,0.8527373191438189,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/54,2-2,2,spatial_shuffle,2,2,0,0.8527373191438189,0.8527373191438189,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/55,2-2,2,mask_only,2,4,1,0.569514974393593,2.244019859041155e-306,-0.569514974393593
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/55,2-2,2,mean_broadcast,2,2,0,0.569514974393593,0.569514974393593,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/55,2-2,2,spatial_shuffle,2,2,0,0.569514974393593,0.569514974393593,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/56,2-2,2,mask_only,2,4,1,0.9974098857360305,2.244019859041155e-306,-0.9974098857360305
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/56,2-2,2,mean_broadcast,2,2,0,0.9974098857360305,0.9974098857360305,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/56,2-2,2,spatial_shuffle,2,2,0,0.9974098857360305,0.9974098857360305,0.0
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/57,2-2,2,mask_only,2,4,1,0.8046284096488213,2.244019859041155e-306,-0.8046284096488213
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,2-2/57,2-2,2,mean_broadcast,2,2,0,0.8046284096488213,0.8046284096488213,0.0
