bootstrap_replicate,label_pair_position_1,label_pair_position_2,label_pair_position_3,label_pair_position_4,label_pair_position_5,label_pair_position_6,label_pair_position_7,label_pair_position_8
2549,4,7,3,5,7,0,2,5
2550,3,2,3,6,4,3,4,0
2551,3,7,4,5,0,3,5,0
2552,3,6,6,5,2,7,1,3
2553,5,3,6,3,5,4,5,6
2554,4,4,4,7,0,3,6,3
2555,4,3,4,7,3,5,7,0
2556,2,0,4,5,3,3,6,5
2557,1,4,4,6,6,6,1,6
2558,5,4,2,3,0,0,7,7
2559,6,7,4,3,0,3,2,3
2560,7,3,2,7,3,1,3,1
2561,0,7,2,5,1,0,2,1
2562,7,7,7,1,0,1,1,5
2563,4,1,0,3,7,5,5,0
2564,2,1,2,5,4,0,2,7
2565,6,1,1,1,2,0,5,1
2566,6,1,2,1,5,1,5,2
2567,2,3,7,5,2,1,4,2
2568,0,5,6,6,5,6,0,2
2569,7,5,0,1,1,2,0,3
2570,4,6,5,6,6,6,2,2
2571,3,3,7,2,4,2,4,3
2572,1,0,3,5,0,6,3,4
2573,4,3,3,7,6,1,1,2
2574,5,0,3,3,1,2,7,2
2575,5,0,4,7,3,3,4,2
2576,0,7,7,5,1,5,1,0
2577,2,6,4,5,6,7,2,4
2578,4,1,5,1,1,2,6,6
2579,3,6,4,7,2,5,6,0
2580,0,3,1,4,6,2,0,6
2581,2,7,7,0,4,7,1,4
2582,5,1,1,7,2,2,0,4
2583,3,1,0,6,3,2,0,1
2584,5,0,2,3,6,1,1,6
2585,4,0,4,3,0,6,3,0
2586,3,6,4,4,5,1,4,5
2587,1,1,7,2,4,5,3,7
2588,4,4,0,5,4,4,7,6
2589,5,6,3,7,7,0,3,7
2590,4,5,5,5,7,6,7,6
2591,2,6,0,2,7,2,7,5
2592,7,5,4,3,0,6,1,2
2593,6,2,0,3,7,3,6,2
2594,6,2,2,1,4,7,1,3
2595,2,0,6,3,0,5,6,5
2596,2,7,6,0,3,1,7,6
2597,7,5,1,0,7,7,7,6
2598,6,0,6,0,6,3,0,6
2599,5,6,5,5,3,3,7,0
2600,0,1,6,2,2,7,2,3
2601,7,4,1,2,1,6,0,4
2602,4,6,1,1,6,5,5,2
2603,1,6,7,4,5,7,4,2
2604,6,7,6,0,7,5,7,4
2605,5,1,0,2,7,1,6,6
2606,6,6,6,3,3,5,6,0
2607,2,5,2,7,6,7,5,4
2608,7,3,0,4,4,7,4,0
2609,1,4,3,1,4,7,1,5
2610,4,7,7,1,7,1,1,7
2611,0,1,2,1,5,5,6,1
2612,6,4,2,7,1,5,1,0
2613,1,1,1,5,2,7,6,4
2614,4,3,3,3,1,1,0,7
2615,6,0,5,2,2,3,5,4
2616,5,0,6,2,0,1,1,4
2617,1,2,4,7,4,1,7,1
2618,1,6,7,7,2,5,7,7
2619,0,7,5,2,5,3,1,7
2620,1,1,7,5,3,4,0,7
2621,5,3,4,6,0,0,3,5
2622,0,1,7,7,5,4,7,0
2623,2,0,4,6,3,2,4,7
2624,1,4,6,6,7,4,1,3
2625,4,3,1,5,5,7,5,1
2626,7,3,4,3,4,2,2,5
2627,1,4,6,5,1,1,0,7
2628,3,4,7,1,0,4,6,1
2629,0,4,1,6,0,2,0,1
2630,3,7,6,2,1,3,5,2
2631,1,0,1,3,2,6,7,7
2632,5,1,5,4,2,5,7,5
2633,1,7,3,2,2,7,1,0
2634,5,7,3,7,3,1,4,1
2635,6,4,6,6,1,1,6,7
2636,2,1,1,7,1,2,5,5
2637,3,3,4,4,1,1,7,7
2638,4,0,1,4,3,1,1,7
2639,5,3,3,5,4,5,6,2
2640,2,4,3,6,1,7,1,5
2641,2,5,4,3,5,1,6,1
2642,7,2,1,3,6,4,1,3
2643,7,6,7,0,3,4,7,1
2644,0,0,6,4,2,6,2,4
2645,1,1,5,3,3,0,5,6
2646,0,4,5,3,3,1,3,4
2647,0,2,5,2,0,2,3,4
2648,7,7,7,5,2,6,6,4
2649,3,2,0,4,4,4,7,2
2650,6,5,7,3,6,5,2,3
2651,5,4,6,4,5,2,0,6
2652,7,5,1,4,5,0,6,3
2653,1,0,4,4,5,4,1,5
2654,1,0,1,1,7,7,6,0
2655,4,1,6,7,7,4,6,7
2656,0,6,1,2,5,6,7,3
2657,4,6,6,0,0,0,0,4
2658,6,2,4,5,1,6,0,2
2659,7,3,5,4,7,1,7,3
2660,7,3,6,0,0,4,1,2
2661,3,4,5,0,5,3,3,1
2662,3,2,4,3,7,0,7,0
2663,1,2,2,1,0,4,7,2
2664,7,1,0,5,4,3,6,1
2665,6,3,3,3,3,0,4,4
2666,7,6,6,4,7,4,0,0
2667,2,4,2,0,0,5,2,5
2668,0,5,1,4,1,0,4,4
2669,0,4,7,3,7,6,4,3
2670,7,5,6,2,5,7,2,3
2671,1,5,6,1,0,0,6,1
2672,2,3,2,7,1,0,2,5
2673,2,7,6,2,2,6,7,7
2674,3,1,7,3,6,5,6,3
2675,4,5,4,2,3,7,6,3
2676,5,0,3,1,6,1,2,6
2677,4,3,2,5,5,7,4,0
2678,6,4,7,6,4,2,1,1
2679,0,1,7,3,3,4,3,0
2680,0,6,0,7,0,0,2,7
2681,7,5,1,4,1,2,5,3
2682,5,5,7,6,2,4,3,1
2683,2,7,7,3,4,7,6,1
2684,0,1,0,5,3,6,4,1
2685,7,0,2,7,6,6,7,7
2686,0,5,1,7,2,7,6,2
2687,2,2,5,7,1,7,2,4
2688,7,3,0,7,5,7,2,6
2689,5,2,5,0,7,0,7,3
2690,4,5,5,1,1,1,4,6
2691,0,2,7,1,6,7,7,2
2692,0,5,2,3,3,4,6,2
2693,5,6,2,4,3,7,7,4
2694,4,4,2,0,2,3,4,7
2695,0,2,7,1,5,5,2,6
2696,6,0,4,7,2,3,4,5
2697,7,5,1,6,2,3,7,0
2698,6,2,3,5,1,5,4,7
2699,7,0,1,2,6,0,5,7
2700,7,2,6,7,3,7,5,7
2701,2,5,4,5,5,2,3,7
2702,6,4,0,5,2,6,6,4
2703,2,4,7,3,7,0,3,0
2704,3,3,3,5,0,4,3,7
2705,7,2,0,2,1,2,0,0
2706,6,2,5,6,4,5,0,1
2707,5,6,5,2,2,5,2,2
2708,4,5,5,5,0,7,1,4
2709,0,2,3,3,5,1,6,6
2710,1,5,3,5,3,1,3,5
2711,0,6,1,3,6,4,6,3
2712,2,5,2,7,4,0,3,7
2713,1,3,5,3,1,1,5,1
2714,6,7,6,2,1,2,5,6
2715,4,0,1,1,0,5,3,6
2716,4,6,1,0,5,0,4,5
2717,0,6,1,0,6,3,5,4
2718,6,4,1,5,3,1,6,3
2719,3,4,7,7,6,3,2,4
2720,2,1,7,2,5,4,5,7
2721,4,6,2,1,1,1,1,0
2722,1,1,5,3,6,7,7,7
2723,4,2,1,2,3,7,2,7
2724,7,6,6,5,0,4,3,2
2725,4,5,2,2,6,2,0,3
2726,2,2,5,7,7,4,5,4
2727,7,2,7,4,5,7,2,3
2728,2,5,1,2,3,7,7,2
2729,2,0,1,3,5,4,3,0
2730,3,7,3,4,1,5,4,6
2731,3,4,7,2,2,1,0,2
2732,2,4,6,4,0,0,3,0
2733,2,6,3,5,7,6,0,3
2734,2,7,6,5,6,2,6,0
2735,5,1,7,2,4,5,0,5
2736,1,2,1,2,0,6,5,7
2737,6,1,6,7,2,7,0,6
2738,5,0,7,3,6,1,6,1
2739,4,1,4,4,7,6,5,4
2740,5,6,1,3,3,6,5,4
2741,6,7,4,4,4,5,6,3
2742,4,6,3,2,7,5,4,6
2743,7,1,4,3,0,7,3,7
2744,4,0,2,4,5,3,7,0
2745,2,2,1,5,5,7,4,3
2746,2,6,4,2,4,6,3,1
2747,7,7,0,2,7,6,0,7
2748,4,5,3,0,7,0,6,3
2749,5,3,7,3,4,0,1,0
2750,1,7,0,4,7,0,5,0
2751,6,0,7,6,6,4,4,6
2752,0,2,6,2,3,2,7,7
2753,0,0,3,2,2,6,3,2
2754,1,4,1,5,4,3,2,4
2755,4,6,7,3,3,5,1,3
2756,4,6,2,5,4,1,5,0
2757,5,3,4,6,6,2,0,4
2758,2,4,5,1,4,0,7,6
2759,1,2,5,7,0,7,6,2
2760,0,5,0,7,3,2,4,7
2761,1,5,3,1,5,4,7,1
2762,5,2,2,7,2,1,5,4
2763,2,7,1,6,0,4,5,6
2764,6,5,5,7,5,7,5,3
2765,2,2,2,5,6,6,5,2
2766,0,3,7,7,3,6,6,7
2767,7,6,1,3,4,3,7,1
2768,1,0,2,3,1,2,1,0
2769,7,6,7,7,1,2,5,3
2770,1,0,1,1,1,3,7,7
2771,5,1,4,3,6,1,5,6
2772,0,6,3,1,7,3,2,3
2773,2,4,7,2,4,3,4,4
2774,6,3,7,6,5,5,1,5
2775,5,6,5,4,2,7,1,5
2776,5,4,7,3,7,2,3,5
2777,7,3,3,4,0,6,2,0
2778,6,6,1,1,1,2,3,4
2779,1,2,5,4,3,2,2,2
2780,2,2,7,7,4,3,2,1
2781,2,1,1,2,2,0,3,0
2782,3,0,1,3,5,2,5,4
2783,7,0,7,0,0,0,6,6
2784,0,3,1,0,0,0,2,3
2785,4,4,1,0,2,5,7,7
2786,2,6,2,0,6,2,6,5
2787,3,1,7,7,4,2,7,5
2788,7,7,1,6,1,7,4,3
2789,0,7,4,3,7,5,4,2
2790,2,5,7,4,7,0,6,5
2791,2,0,6,4,5,2,7,3
2792,5,6,0,2,7,0,7,0
2793,3,2,3,6,6,6,7,1
2794,0,7,6,6,3,7,4,0
2795,6,6,4,3,1,2,5,2
2796,5,7,6,1,7,1,1,7
2797,7,1,6,3,7,3,5,3
2798,6,4,3,4,2,4,4,4
2799,2,5,4,1,4,4,5,2
2800,4,3,2,0,6,0,2,1
2801,3,0,1,7,4,4,0,3
2802,0,6,6,7,2,2,4,5
2803,4,7,7,2,0,6,6,0
2804,7,3,3,3,3,1,3,0
2805,2,2,6,4,4,0,3,7
2806,0,6,7,0,1,5,6,5
2807,3,4,2,6,5,1,3,5
2808,1,0,6,5,7,1,6,7
2809,4,3,4,2,2,6,2,1
2810,7,2,3,5,0,7,1,4
2811,2,6,4,1,1,6,7,6
2812,0,1,2,7,5,0,7,5
2813,5,6,3,1,5,5,4,3
2814,3,6,2,3,4,5,5,2
2815,5,3,3,1,2,0,2,1
2816,5,4,1,1,4,4,1,4
2817,4,4,5,1,5,3,7,3
2818,3,2,3,2,2,4,1,0
2819,5,3,4,6,0,2,1,1
2820,1,2,4,6,1,4,7,7
2821,6,5,1,5,0,3,0,5
2822,5,6,3,0,3,5,4,7
2823,6,5,5,0,5,5,6,1
2824,4,3,7,1,1,5,1,3
2825,7,2,1,2,2,4,5,7
2826,7,4,4,5,6,5,6,4
2827,1,1,7,3,3,1,1,2
2828,4,0,6,3,0,3,7,4
2829,1,6,3,1,4,0,1,1
2830,3,6,5,1,6,3,5,6
2831,0,6,7,4,3,0,2,7
2832,4,4,4,7,1,0,5,5
2833,7,4,5,0,7,6,0,1
2834,3,6,3,4,3,0,1,4
2835,5,4,0,5,7,1,0,6
2836,4,1,2,2,1,7,0,0
2837,7,5,3,1,7,6,3,0
2838,0,0,5,6,3,5,6,5
2839,2,4,2,2,0,7,5,5
2840,3,1,5,5,2,2,5,3
2841,5,4,2,3,7,4,4,6
2842,2,1,7,1,3,2,4,5
2843,3,0,6,0,1,1,3,1
2844,4,5,5,7,6,1,2,2
2845,2,6,4,5,1,1,1,6
2846,2,4,0,3,2,2,6,1
2847,7,5,1,3,3,2,6,6
2848,7,2,4,2,6,6,6,3
2849,1,3,1,0,5,1,7,2
2850,1,5,6,5,7,0,0,5
2851,6,0,5,4,0,0,6,7
2852,6,5,6,6,6,0,6,4
2853,3,6,6,6,7,7,0,0
2854,3,1,6,1,5,4,0,7
2855,6,7,3,1,0,6,3,5
2856,4,1,3,1,7,2,4,0
2857,3,6,5,2,6,3,3,4
2858,2,0,3,1,2,2,3,7
2859,7,3,7,7,0,5,2,2
2860,7,5,6,5,6,1,6,1
2861,0,0,1,4,7,5,5,5
2862,4,3,2,1,3,6,6,5
2863,5,6,0,6,5,5,0,3
2864,3,7,3,1,0,3,7,1
2865,7,4,7,7,3,5,1,0
2866,1,4,5,0,2,0,0,5
2867,0,1,1,2,2,6,6,7
2868,4,2,7,7,0,3,5,4
2869,0,1,3,5,3,4,0,3
2870,2,5,1,2,4,0,5,5
2871,3,3,2,1,6,4,3,3
2872,3,2,2,3,5,3,4,1
2873,0,6,7,2,0,6,5,6
2874,1,2,4,0,7,5,0,1
2875,7,7,7,0,2,0,6,4
2876,2,7,7,3,5,1,7,4
2877,2,6,1,0,6,7,4,1
2878,4,6,7,7,3,4,0,3
2879,2,0,6,5,0,4,3,1
2880,0,3,7,6,1,6,1,5
2881,0,2,5,0,0,1,0,7
2882,2,2,2,7,0,5,2,3
2883,1,2,3,1,5,2,7,6
2884,3,5,2,4,7,3,5,2
2885,1,0,5,5,6,7,3,7
2886,0,5,1,3,2,6,5,1
2887,0,0,5,1,4,0,6,3
2888,3,0,4,0,3,1,2,6
2889,6,5,3,5,1,2,1,5
2890,7,5,5,5,5,6,1,3
2891,0,3,3,1,6,0,3,3
2892,6,0,2,0,6,7,7,7
2893,4,4,4,4,0,2,2,5
2894,2,0,7,7,4,5,0,3
2895,4,7,7,5,6,7,7,4
2896,0,3,6,7,6,1,0,0
2897,2,4,3,2,7,4,7,1
2898,4,4,4,3,1,5,2,1
2899,7,7,4,2,1,0,0,4
2900,7,4,0,4,2,2,5,0
2901,0,5,2,4,7,7,4,5
2902,7,1,3,6,0,7,6,5
2903,6,7,5,1,0,4,0,3
2904,4,7,6,6,0,6,1,6
2905,4,6,3,2,4,5,3,5
2906,5,4,1,7,4,7,4,5
2907,0,5,7,1,6,2,0,1
2908,3,2,1,0,6,2,7,1
2909,0,7,0,1,5,7,0,7
2910,7,2,7,4,3,0,2,1
2911,0,3,0,6,2,5,0,7
2912,7,0,4,5,2,3,4,2
2913,3,4,0,1,6,6,7,3
2914,2,4,2,7,4,1,4,1
2915,1,5,5,4,2,1,2,7
2916,5,7,6,0,4,1,4,2
2917,7,3,1,3,3,6,6,6
2918,1,7,0,3,3,3,3,7
2919,3,0,5,4,1,5,0,2
2920,6,0,5,0,4,5,4,1
2921,0,5,5,5,3,4,7,2
2922,3,3,0,3,7,4,4,4
2923,5,4,4,3,4,2,6,4
2924,3,4,2,3,7,0,7,0
2925,7,5,6,0,1,7,4,2
2926,0,6,7,3,1,5,6,7
2927,4,5,1,3,6,6,2,1
2928,3,5,2,0,7,5,2,3
2929,1,3,6,1,2,1,7,5
2930,3,5,0,5,1,2,7,6
2931,5,4,2,7,5,0,6,2
2932,5,1,7,7,0,0,0,1
2933,4,0,6,0,7,1,3,2
2934,1,7,1,7,7,4,2,6
2935,1,0,1,0,0,1,3,7
2936,1,0,7,0,7,0,4,5
2937,6,4,2,0,6,6,2,2
2938,3,1,5,1,3,4,7,5
2939,6,7,5,4,0,4,7,6
2940,1,1,0,5,6,5,0,2
2941,5,7,4,6,3,1,7,1
2942,2,0,0,0,1,5,2,0
2943,2,6,2,0,0,4,4,0
2944,5,6,2,0,7,2,5,6
2945,1,7,5,1,7,5,1,6
2946,6,5,1,6,1,2,4,3
2947,4,5,4,5,5,7,4,6
2948,0,5,6,0,1,5,7,4
2949,1,5,2,3,6,2,7,6
2950,3,1,7,5,1,2,0,7
2951,0,0,3,4,7,2,1,1
2952,5,7,7,5,6,2,3,4
2953,2,2,4,5,0,2,5,2
2954,4,4,4,1,4,0,3,2
2955,6,7,5,7,6,2,7,1
2956,6,2,0,5,3,5,1,0
2957,2,2,0,3,3,6,6,7
2958,3,4,7,6,4,7,5,0
2959,5,4,1,5,4,3,2,6
2960,2,5,1,3,6,6,7,3
2961,1,5,7,3,5,6,5,4
2962,3,6,6,7,5,1,6,7
2963,4,2,7,2,7,3,0,1
2964,3,6,6,3,4,3,5,4
2965,5,3,7,3,0,5,6,5
2966,0,0,0,1,7,0,7,0
2967,7,5,4,0,1,4,1,2
2968,7,3,0,6,3,0,2,7
2969,2,1,7,6,6,5,7,5
2970,3,7,7,1,3,2,0,5
2971,4,3,2,3,7,1,4,5
2972,5,4,1,2,7,1,2,4
2973,4,4,1,1,2,6,2,6
2974,3,0,6,6,6,6,4,5
2975,3,2,6,0,1,5,1,4
2976,0,2,4,5,2,6,4,5
2977,7,3,1,2,0,7,5,5
2978,6,5,1,2,5,1,2,7
2979,4,6,0,7,1,5,1,0
2980,7,6,2,7,4,2,4,0
2981,5,6,6,0,1,5,3,6
2982,6,4,2,4,1,7,1,4
2983,6,3,6,0,6,3,3,5
2984,6,6,6,1,6,3,1,4
2985,4,7,4,5,3,5,5,7
2986,6,2,7,0,2,2,3,4
2987,3,5,5,2,1,2,0,2
2988,0,4,1,0,0,4,6,6
2989,4,5,7,1,7,1,1,0
2990,6,0,6,5,2,3,2,4
2991,6,5,2,5,6,3,3,4
2992,5,1,5,7,7,2,1,4
2993,6,6,6,3,4,4,6,7
2994,1,2,4,4,5,5,0,6
2995,3,1,1,0,2,5,5,6
2996,7,6,6,4,3,4,4,4
2997,6,5,3,0,2,3,4,5
2998,1,0,1,0,2,3,5,1
2999,1,4,0,3,6,1,1,2
3000,0,3,5,4,1,7,3,3
3001,3,1,4,3,0,0,4,2
3002,5,3,2,2,7,4,7,5
3003,2,4,5,7,3,3,5,2
3004,4,3,0,5,3,4,4,4
3005,7,0,7,7,4,6,0,0
3006,4,2,5,2,2,4,6,0
3007,4,7,2,3,0,3,0,1
3008,5,4,7,4,3,2,3,2
3009,1,5,6,5,6,1,2,5
3010,2,5,6,3,6,3,7,7
3011,2,7,5,3,6,4,4,3
3012,6,3,4,0,3,0,1,7
3013,3,1,6,4,1,0,4,1
3014,3,3,4,7,0,0,0,1
3015,1,6,3,2,1,0,2,7
3016,1,6,6,7,7,5,4,4
3017,6,2,7,0,5,5,3,4
3018,5,1,2,4,5,4,7,3
3019,4,0,1,2,3,3,2,2
3020,6,5,1,2,4,2,5,2
3021,3,7,5,0,3,0,2,0
3022,3,6,3,5,6,5,3,2
3023,4,5,7,4,3,0,4,3
3024,6,2,7,3,0,6,5,6
3025,3,5,1,1,1,3,6,6
3026,5,1,6,3,2,6,4,7
3027,6,5,3,7,5,1,3,0
3028,7,2,0,4,3,4,3,0
3029,3,2,6,5,0,3,5,3
3030,2,2,0,5,4,3,2,5
3031,3,2,7,6,7,0,2,4
3032,2,2,3,7,2,4,2,2
3033,3,5,0,2,6,7,4,4
3034,3,5,2,4,5,0,5,0
3035,0,2,4,2,0,3,2,5
3036,1,0,4,2,0,6,0,2
3037,4,7,1,7,5,2,2,7
3038,6,7,4,3,0,0,0,7
3039,3,5,4,2,5,4,6,6
3040,0,5,4,0,1,3,0,6
3041,2,4,1,0,4,6,5,7
3042,3,4,2,1,1,7,5,5
3043,5,7,0,3,7,7,5,2
3044,0,3,5,3,1,3,4,5
3045,6,4,5,5,3,4,2,0
3046,6,7,5,2,2,5,0,6
3047,2,4,2,1,2,5,5,1
3048,7,1,7,4,1,1,3,2
3049,1,2,0,0,1,2,6,6
3050,6,2,4,0,4,1,0,5
3051,1,3,1,6,6,5,1,3
3052,6,0,0,7,7,5,4,3
3053,7,2,1,6,5,0,1,5
3054,7,0,7,1,5,0,3,1
3055,4,3,3,7,0,2,5,4
3056,7,5,4,3,6,2,7,5
3057,5,2,7,6,4,2,2,4
3058,5,4,7,5,5,5,1,4
3059,6,1,6,2,1,1,0,4
3060,2,0,4,6,7,7,0,6
3061,1,2,0,2,7,4,5,3
3062,6,1,0,4,6,2,6,0
3063,7,2,4,6,6,0,0,6
3064,6,0,1,0,4,7,7,3
3065,4,6,6,4,7,5,0,2
3066,2,6,4,4,1,5,3,2
3067,2,4,2,2,5,0,3,2
3068,4,1,5,2,5,0,2,0
3069,2,3,2,6,3,0,0,3
3070,6,7,3,1,3,2,3,0
3071,7,2,5,2,7,7,5,4
3072,5,2,5,5,1,1,4,5
3073,2,3,4,1,5,6,2,6
3074,4,1,2,0,0,6,6,2
3075,0,7,2,1,3,5,1,2
3076,3,0,5,3,7,4,6,4
3077,5,0,7,5,5,5,4,3
3078,1,0,5,0,6,3,7,5
3079,0,6,3,4,2,3,1,5
3080,2,6,6,1,5,3,6,0
3081,0,4,7,4,5,0,5,7
3082,2,7,2,2,4,4,7,0
3083,1,4,2,4,7,7,5,4
3084,6,0,1,4,4,3,5,5
3085,1,5,0,1,3,0,5,0
3086,2,5,6,0,2,3,2,4
3087,5,4,6,3,0,2,4,1
3088,1,5,7,4,3,7,3,4
3089,2,6,2,2,3,1,6,6
3090,0,3,7,1,3,6,2,0
3091,5,3,5,3,5,4,3,7
3092,0,7,0,4,1,0,6,4
3093,5,5,3,0,5,2,6,6
3094,2,5,7,2,1,4,2,0
3095,2,6,7,7,2,3,6,1
3096,4,0,0,0,7,5,5,3
3097,2,7,0,3,4,7,0,2
3098,1,7,3,0,1,5,7,1
3099,0,1,1,1,0,1,4,2
3100,4,6,5,5,7,7,6,5
3101,4,3,3,1,2,6,0,2
3102,7,6,0,5,7,0,6,0
3103,4,1,1,4,5,7,6,0
3104,1,0,7,0,1,1,4,3
3105,0,6,2,4,1,5,3,6
3106,0,1,6,0,6,6,3,4
3107,6,0,3,2,6,1,4,1
3108,5,3,6,3,1,3,4,1
3109,1,2,7,3,1,2,4,3
3110,2,0,6,0,2,2,6,3
3111,4,1,1,0,1,1,0,7
3112,6,0,3,0,3,4,0,7
3113,1,5,3,7,4,1,7,4
3114,5,2,7,3,1,2,1,0
3115,7,5,4,6,3,1,5,5
3116,3,2,2,6,0,4,6,3
3117,2,4,5,3,3,7,0,4
3118,1,3,0,6,5,4,0,7
3119,0,6,5,7,5,6,1,6
3120,1,3,3,2,5,5,6,3
3121,3,5,5,7,2,5,5,6
3122,5,5,2,3,7,5,3,5
3123,1,5,7,2,6,2,0,6
3124,0,2,6,4,0,5,7,5
3125,1,4,0,6,5,4,2,6
3126,7,2,5,7,6,1,6,0
3127,2,3,5,1,3,7,0,4
3128,7,0,6,4,3,4,4,6
3129,6,6,2,6,7,1,3,1
3130,0,0,0,0,7,3,0,0
3131,1,2,3,0,0,5,7,7
3132,3,4,0,7,3,6,1,5
3133,4,1,5,5,5,0,6,5
3134,3,2,2,1,4,5,1,0
3135,3,4,0,5,1,2,3,3
3136,3,1,7,0,1,6,7,4
3137,0,7,4,2,0,5,3,4
3138,5,3,4,4,1,0,1,5
3139,5,7,2,5,3,2,6,3
3140,6,7,4,6,1,6,3,5
3141,7,4,7,0,0,7,4,4
3142,4,7,2,1,4,0,3,7
3143,7,6,0,7,5,6,5,4
3144,6,5,5,2,6,5,7,6
3145,3,6,6,3,2,1,2,1
3146,1,7,2,4,5,4,3,5
3147,7,7,5,6,6,3,4,7
3148,0,7,7,4,4,4,2,4
3149,3,0,2,3,4,3,6,6
3150,4,7,3,4,2,1,1,3
3151,3,3,0,6,1,6,3,7
3152,4,6,7,5,5,7,7,5
3153,1,1,4,0,5,7,0,2
3154,0,2,4,2,7,4,4,6
3155,6,0,2,6,1,4,0,2
3156,2,5,7,7,2,1,1,4
3157,4,1,1,2,4,6,0,3
3158,6,3,0,0,0,0,3,0
3159,4,0,6,0,2,3,6,7
3160,6,1,0,4,0,4,4,7
3161,5,3,7,4,2,3,6,4
3162,6,7,1,0,2,3,6,4
3163,4,2,6,5,0,4,2,3
3164,4,5,7,1,5,1,5,3
3165,3,1,3,5,5,4,4,3
3166,7,1,0,7,5,7,1,7
3167,6,1,0,6,3,7,0,7
3168,4,3,1,7,3,7,7,7
3169,4,0,5,7,7,1,1,7
3170,1,6,2,1,6,4,1,0
3171,6,6,2,2,5,2,1,1
3172,4,4,1,0,7,3,3,5
3173,6,1,5,0,4,5,4,3
3174,0,6,5,2,4,1,2,3
3175,0,6,1,2,4,2,2,5
3176,5,1,5,2,1,2,1,6
3177,3,3,3,4,4,3,3,1
3178,6,1,4,2,0,1,0,4
3179,6,4,6,7,2,3,7,2
3180,2,0,2,4,0,2,0,1
3181,4,6,7,6,4,1,7,6
3182,4,6,3,0,6,1,4,2
3183,3,0,1,2,5,1,0,5
3184,1,0,0,7,0,5,1,0
3185,3,3,2,2,0,1,2,7
3186,1,0,5,7,4,1,5,4
3187,2,3,6,1,7,1,5,0
3188,2,4,7,2,7,3,2,5
3189,1,7,0,7,0,7,0,7
3190,6,2,2,0,5,0,5,4
3191,3,0,7,6,4,1,1,3
3192,2,1,3,0,5,2,4,1
3193,5,5,1,5,5,2,7,1
3194,4,4,5,0,0,3,7,6
3195,4,5,3,3,2,5,2,6
3196,3,6,1,5,0,4,0,6
3197,1,2,2,3,3,2,6,1
3198,4,5,6,0,6,0,2,0
3199,1,2,0,6,4,5,4,0
3200,7,6,2,7,5,7,1,2
3201,4,6,1,1,2,7,4,3
3202,0,0,4,2,1,1,1,1
3203,0,2,7,1,5,7,4,1
3204,2,4,1,0,1,6,0,6
3205,6,5,0,7,6,1,7,1
3206,2,3,1,4,3,0,4,7
3207,2,0,4,7,0,1,0,5
3208,6,0,5,2,7,3,7,7
3209,2,4,6,4,6,1,3,2
3210,5,6,5,5,1,2,4,2
3211,3,2,1,1,5,2,6,3
3212,4,4,2,2,2,3,7,6
3213,5,0,0,0,5,7,2,3
3214,6,2,6,7,2,7,1,6
3215,4,0,6,5,3,0,1,5
3216,1,4,7,1,5,1,0,1
3217,0,6,7,5,1,7,1,7
3218,1,0,7,3,7,0,5,0
3219,7,4,1,1,1,1,6,3
3220,6,2,0,2,3,0,5,1
3221,0,3,3,1,1,7,2,2
3222,0,0,5,3,5,5,7,2
3223,6,5,0,5,0,5,6,2
3224,6,4,2,1,0,0,7,4
3225,1,6,5,5,4,4,4,2
3226,3,0,0,7,7,3,0,2
3227,6,0,2,7,1,0,7,4
3228,3,0,3,1,0,3,6,4
3229,0,1,6,3,3,1,5,0
3230,6,5,3,6,4,0,0,6
3231,2,3,6,1,7,7,2,1
3232,0,2,1,0,3,7,7,1
3233,5,6,0,0,0,4,0,1
3234,1,6,3,2,6,1,4,3
3235,1,6,2,1,5,3,6,0
3236,1,0,4,7,4,5,2,6
3237,2,5,5,3,6,2,6,7
3238,1,4,7,4,5,4,0,0
3239,1,1,6,0,6,3,3,1
3240,3,5,7,1,3,7,2,7
3241,3,2,6,4,1,4,7,2
3242,7,2,6,1,7,6,7,6
3243,5,2,7,5,4,1,7,0
3244,2,5,2,7,3,3,4,5
3245,3,2,0,3,3,6,4,4
3246,6,1,1,3,5,0,4,1
3247,2,4,7,4,4,7,6,1
3248,6,5,2,4,7,4,5,5
3249,1,0,3,1,1,7,2,2
3250,0,6,0,4,1,5,0,2
3251,1,2,5,4,2,7,6,5
3252,0,0,5,3,7,6,2,0
3253,2,6,2,0,5,4,1,6
3254,3,0,5,2,2,4,0,1
3255,6,4,3,5,6,6,7,2
3256,7,6,3,7,4,2,4,5
3257,3,1,4,7,7,2,1,3
3258,3,5,5,1,4,1,3,7
3259,5,6,4,4,5,2,4,4
3260,3,3,6,4,3,4,1,1
3261,7,0,6,4,5,4,3,3
3262,5,3,2,6,5,1,7,4
3263,1,2,2,2,6,2,4,1
3264,3,1,0,3,4,7,0,2
3265,6,3,4,7,0,3,1,4
3266,5,0,4,2,6,4,4,5
3267,0,0,5,4,0,5,2,6
3268,2,6,5,1,3,5,1,1
3269,0,4,3,4,1,1,3,6
3270,6,4,4,0,6,6,3,6
3271,0,0,7,5,6,5,7,1
3272,1,0,4,2,5,5,4,0
3273,1,0,2,1,4,3,2,1
3274,4,7,5,2,0,5,0,2
3275,3,0,1,4,3,1,2,2
3276,0,6,7,1,7,2,0,4
3277,4,1,3,7,3,5,0,0
3278,7,1,3,2,7,4,0,4
3279,5,5,0,7,2,7,7,6
3280,4,6,3,2,5,0,6,6
